,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Current Winner,Decision Winning Toss,Face To Face Win Diff,Innings,Non Striker Ball,Non Striker Run,Striker Ball,Striker Run,Target,Team1 No Of Matches,Team2 No Of Matches,Toss Jitse,Total Ball,Total Run,Total Wicket,Win Percentage All,Win Percentage Rec,Srilanka,Bangladesh
176,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,8.2,11,8.2,0,157,8,31,2,8.2,23,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
177,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,8.3,11,8.3,0,157,8,31,2,8.3,23,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
178,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,8.4,11,8.4,0,157,8,31,2,8.4,23,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
179,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,8.5,11,8.5,0,157,8,31,2,8.5,23,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
180,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,8.6,11,8.6,0,157,8,31,2,8.6,23,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
181,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,8.7,11,8.7,6,157,8,31,2,8.7,29,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
182,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,9.1,6,9.1,11,157,8,31,2,9.1,29,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
183,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,9.2,6,9.2,17,157,8,31,2,9.2,35,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
184,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,9.3,6,9.3,21,157,8,31,2,9.3,39,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
185,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,9.4,6,9.4,21,157,8,31,2,9.4,39,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
186,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,9.5,6,9.5,27,157,8,31,2,9.5,45,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
187,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,9.6,6,9.6,27,157,8,31,2,9.6,45,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
188,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,10.1,27,10.1,6,157,8,31,2,10.1,45,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
189,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,10.2,27,10.2,6,157,8,31,2,10.2,45,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
190,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,10.3,27,10.3,7,157,8,31,2,10.3,46,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
191,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,10.4,7,10.4,28,157,8,31,2,10.4,47,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
192,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,10.5,28,10.5,7,157,8,31,2,10.5,47,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
193,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,10.6,28,10.6,7,157,8,31,2,10.6,47,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
194,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,11.1,7,11.1,28,157,8,31,2,11.1,47,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
195,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,11.2,7,11.2,29,157,8,31,2,11.2,48,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
196,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,11.3,29,11.3,7,157,8,31,2,11.3,48,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
197,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,11.4,29,11.4,8,157,8,31,2,11.4,49,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
198,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,11.5,8,11.5,31,157,8,31,2,11.5,51,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
199,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,11.6,8,11.6,31,157,8,31,2,11.6,51,7,-0.423809524,-0.666666667,Srilanka,Bangladesh
200,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,12.1,31,12.1,8,157,8,31,2,12.1,51,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
201,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,12.2,31,12.2,1,157,8,31,2,12.2,52,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
202,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,12.3,1,12.3,31,157,8,31,2,12.3,52,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
203,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,12.4,1,12.4,31,157,8,31,2,12.4,52,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
204,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,12.5,1,12.5,32,157,8,31,2,12.5,53,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
205,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,12.6,32,12.6,2,157,8,31,2,12.6,54,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
206,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,13.1,32,13.1,2,157,8,31,2,13.1,54,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
207,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,13.2,32,13.2,3,157,8,31,2,13.2,55,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
208,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,13.3,3,13.3,32,157,8,31,2,13.3,55,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
209,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,13.4,3,13.4,36,157,8,31,2,13.4,59,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
210,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,13.5,3,13.5,36,157,8,31,2,13.5,59,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
211,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,13.6,3,13.6,38,157,8,31,2,13.6,61,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
212,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,14.1,38,14.1,3,157,8,31,2,14.1,61,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
213,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,14.2,38,14.2,4,157,8,31,2,14.2,62,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
214,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,14.3,4,14.3,39,157,8,31,2,14.3,63,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
215,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,14.4,39,14.4,4,157,8,31,2,14.4,63,8,-0.423809524,-0.666666667,Srilanka,Bangladesh
216,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,14.5,39,14.5,4,157,8,31,2,14.5,63,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
217,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,14.6,39,14.6,0,157,8,31,2,14.6,63,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
218,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,15.1,0,15.1,41,157,8,31,2,15.1,65,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
219,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,15.2,0,15.2,41,157,8,31,2,15.2,65,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
220,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,15.3,0,15.3,41,157,8,31,2,15.3,65,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
221,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,15.4,0,15.4,47,157,8,31,2,15.4,71,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
222,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,15.5,0,15.5,47,157,8,31,2,15.5,71,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
223,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,15.6,0,15.6,48,157,8,31,2,15.6,72,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
224,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,16.1,0,16.1,49,157,8,31,2,16.1,73,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
225,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,16.2,49,16.2,0,157,8,31,2,16.2,73,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
226,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,16.3,49,16.3,0,157,8,31,2,16.3,73,9,-0.423809524,-0.666666667,Srilanka,Bangladesh
227,-3.914598842,-5.043137255,-2.118610422,-1.661176471,-0.09338671,-0.140951788,12.74549237,15.35714286,1.037803285,0.890468967,7.476074896,10.58571429,0,2,-0.5,2,16.4,49,16.4,0,157,8,31,2,16.4,73,10,-0.423809524,-0.666666667,Srilanka,Bangladesh
