,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Current Winner,Decision Winning Toss,Face To Face Win Diff,Innings,Non Striker Ball,Non Striker Run,Striker Ball,Striker Run,Target,Team1 No Of Matches,Team2 No Of Matches,Toss Jitse,Total Ball,Total Run,Total Wicket,Win Percentage All,Win Percentage Rec,Team_1,Team_2,Day/ Night
174,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,8.3,25,8.3,8,149,11,5,2,8.3,60,2,0,-0.666666667,India,Pakistan,0
175,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,8.4,8,8.4,25,149,11,5,2,8.4,60,2,0,-0.666666667,India,Pakistan,0
176,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,8.5,8,8.5,25,149,11,5,2,8.5,60,2,0,-0.666666667,India,Pakistan,0
177,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,8.6,8,8.6,25,149,11,5,2,8.6,60,2,0,-0.666666667,India,Pakistan,0
178,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,9.1,25,9.1,9,149,11,5,2,9.1,61,2,0,-0.666666667,India,Pakistan,0
179,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,9.2,9,9.2,26,149,11,5,2,9.2,62,2,0,-0.666666667,India,Pakistan,0
180,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,9.3,26,9.3,10,149,11,5,2,9.3,63,2,0,-0.666666667,India,Pakistan,0
181,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,9.4,10,9.4,27,149,11,5,2,9.4,64,2,0,-0.666666667,India,Pakistan,0
182,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,9.5,27,9.5,10,149,11,5,2,9.5,64,2,0,-0.666666667,India,Pakistan,0
183,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,9.6,27,9.6,11,149,11,5,2,9.6,65,2,0,-0.666666667,India,Pakistan,0
184,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,10.1,27,10.1,15,149,11,5,2,10.1,69,2,0,-0.666666667,India,Pakistan,0
185,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,10.2,27,10.2,16,149,11,5,2,10.2,70,2,0,-0.666666667,India,Pakistan,0
186,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,10.3,16,10.3,29,149,11,5,2,10.3,72,2,0,-0.666666667,India,Pakistan,0
187,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,10.4,16,10.4,29,149,11,5,2,10.4,72,2,0,-0.666666667,India,Pakistan,0
188,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,10.5,16,10.5,32,149,11,5,2,10.5,75,2,0,-0.666666667,India,Pakistan,0
189,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,10.6,32,10.6,17,149,11,5,2,10.6,76,2,0,-0.666666667,India,Pakistan,0
190,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,11.1,32,11.1,23,149,11,5,2,11.1,82,2,0,-0.666666667,India,Pakistan,0
191,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,11.2,32,11.2,25,149,11,5,2,11.2,84,2,0,-0.666666667,India,Pakistan,0
192,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,11.3,32,11.3,27,149,11,5,2,11.3,86,2,0,-0.666666667,India,Pakistan,0
193,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,11.4,32,11.4,28,149,11,5,2,11.4,87,2,0,-0.666666667,India,Pakistan,0
194,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,11.5,28,11.5,32,149,11,5,2,11.5,87,2,0,-0.666666667,India,Pakistan,0
195,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,11.6,28,11.6,33,149,11,5,2,11.6,88,2,0,-0.666666667,India,Pakistan,0
196,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,12.1,28,12.1,39,149,11,5,2,12.1,94,2,0,-0.666666667,India,Pakistan,0
197,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,12.2,28,12.2,39,149,11,5,2,12.2,94,2,0,-0.666666667,India,Pakistan,0
198,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,12.3,28,12.3,40,149,11,5,2,12.3,95,2,0,-0.666666667,India,Pakistan,0
199,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,12.4,40,12.4,28,149,11,5,2,12.4,95,2,0,-0.666666667,India,Pakistan,0
200,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,12.5,40,12.5,29,149,11,5,2,12.5,96,2,0,-0.666666667,India,Pakistan,0
201,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,12.6,29,12.6,41,149,11,5,2,12.6,97,2,0,-0.666666667,India,Pakistan,0
202,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,13.1,29,13.1,42,149,11,5,2,13.1,98,2,0,-0.666666667,India,Pakistan,0
203,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,13.2,42,13.2,30,149,11,5,2,13.2,99,2,0,-0.666666667,India,Pakistan,0
204,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,13.3,30,13.3,44,149,11,5,2,13.3,101,2,0,-0.666666667,India,Pakistan,0
205,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,13.4,30,13.4,45,149,11,5,2,13.4,102,2,0,-0.666666667,India,Pakistan,0
206,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,13.5,45,13.5,30,149,11,5,2,13.5,102,2,0,-0.666666667,India,Pakistan,0
207,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,13.6,45,13.6,32,149,11,5,2,13.6,104,2,0,-0.666666667,India,Pakistan,0
208,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,14.1,32,14.1,46,149,11,5,2,14.1,105,2,0,-0.666666667,India,Pakistan,0
209,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,14.2,46,14.2,33,149,11,5,2,14.2,106,2,0,-0.666666667,India,Pakistan,0
210,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,14.3,33,14.3,47,149,11,5,2,14.3,107,2,0,-0.666666667,India,Pakistan,0
211,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,14.4,47,14.4,34,149,11,5,2,14.4,108,2,0,-0.666666667,India,Pakistan,0
212,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,14.5,34,14.5,51,149,11,5,2,14.5,112,2,0,-0.666666667,India,Pakistan,0
213,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,14.6,34,14.6,53,149,11,5,2,14.6,114,2,0,-0.666666667,India,Pakistan,0
214,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,15.1,53,15.1,35,149,11,5,2,15.1,115,2,0,-0.666666667,India,Pakistan,0
215,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,15.2,35,15.2,57,149,11,5,2,15.2,119,2,0,-0.666666667,India,Pakistan,0
216,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,15.3,35,15.3,57,149,11,5,2,15.3,119,2,0,-0.666666667,India,Pakistan,0
217,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,15.4,35,15.4,58,149,11,5,2,15.4,120,2,0,-0.666666667,India,Pakistan,0
218,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,15.5,58,15.5,41,149,11,5,2,15.5,126,2,0,-0.666666667,India,Pakistan,0
219,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,15.6,58,15.6,42,149,11,5,2,15.6,127,2,0,-0.666666667,India,Pakistan,0
220,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,16.1,58,16.1,43,149,11,5,2,16.1,128,2,0,-0.666666667,India,Pakistan,0
221,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,16.2,43,16.2,59,149,11,5,2,16.2,129,2,0,-0.666666667,India,Pakistan,0
222,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,16.3,59,16.3,47,149,11,5,2,16.3,133,2,0,-0.666666667,India,Pakistan,0
223,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,16.4,59,16.4,48,149,11,5,2,16.4,134,2,0,-0.666666667,India,Pakistan,0
224,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,16.5,48,16.5,62,149,11,5,2,16.5,137,2,0,-0.666666667,India,Pakistan,0
225,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,16.6,62,16.6,48,149,11,5,2,16.6,137,2,0,-0.666666667,India,Pakistan,0
226,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,17.1,48,17.1,64,149,11,5,2,17.1,139,2,0,-0.666666667,India,Pakistan,0
227,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,17.2,48,17.2,65,149,11,5,2,17.2,140,2,0,-0.666666667,India,Pakistan,0
228,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,17.3,65,17.3,48,149,11,5,2,17.3,140,2,0,-0.666666667,India,Pakistan,0
229,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,17.4,65,17.4,50,149,11,5,2,17.4,142,2,0,-0.666666667,India,Pakistan,0
230,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,17.5,65,17.5,54,149,11,5,2,17.5,146,2,0,-0.666666667,India,Pakistan,0
231,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,17.6,65,17.6,55,149,11,5,2,17.6,147,2,0,-0.666666667,India,Pakistan,0
232,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,18.1,65,18.1,57,149,11,5,2,18.1,149,2,0,-0.666666667,India,Pakistan,0
233,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,18.2,65,18.2,57,149,11,5,2,18.2,149,2,0,-0.666666667,India,Pakistan,0
234,-3.174216028,-7.254385965,-2.494076655,-6.489473684,-0.050405692,-0.058315527,-0.704365079,6.073369565,0.181132288,0.648441337,-1.089285714,3.839673913,1,2,-0.5,2,18.3,65,18.3,63,149,11,5,2,18.3,155,2,0,-0.666666667,India,Pakistan,0
