,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Current Winner,Decision Winning Toss,Face To Face Win Diff,Innings,Non Striker Ball,Non Striker Run,Striker Ball,Striker Run,Target,Team1 No Of Matches,Team2 No Of Matches,Toss Jitse,Total Ball,Total Run,Total Wicket,Win Percentage All,Win Percentage Rec,Pakistan,New Zealand
88,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,14.5,53,14.5,16,160,78,68,1,14.5,127,1,-0.111940299,0.333333333,Pakistan,New Zealand
89,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,14.6,53,14.6,20,160,78,68,1,14.6,131,1,-0.111940299,0.333333333,Pakistan,New Zealand
90,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,15.1,20,15.1,53,160,78,68,1,15.1,131,2,-0.111940299,0.333333333,Pakistan,New Zealand
91,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,15.2,0,15.2,21,160,78,68,1,15.2,132,2,-0.111940299,0.333333333,Pakistan,New Zealand
92,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,15.3,21,15.3,1,160,78,68,1,15.3,133,2,-0.111940299,0.333333333,Pakistan,New Zealand
93,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,15.4,1,15.4,21,160,78,68,1,15.4,133,2,-0.111940299,0.333333333,Pakistan,New Zealand
94,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,15.5,1,15.5,22,160,78,68,1,15.5,134,2,-0.111940299,0.333333333,Pakistan,New Zealand
95,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,15.6,22,15.6,2,160,78,68,1,15.6,135,2,-0.111940299,0.333333333,Pakistan,New Zealand
96,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,16.1,22,16.1,2,160,78,68,1,16.1,135,3,-0.111940299,0.333333333,Pakistan,New Zealand
97,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,16.2,0,16.2,24,160,78,68,1,16.2,137,3,-0.111940299,0.333333333,Pakistan,New Zealand
98,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,16.3,0,16.3,25,160,78,68,1,16.3,138,3,-0.111940299,0.333333333,Pakistan,New Zealand
99,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,16.4,25,16.4,4,160,78,68,1,16.4,142,3,-0.111940299,0.333333333,Pakistan,New Zealand
100,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,16.5,25,16.5,8,160,78,68,1,16.5,146,3,-0.111940299,0.333333333,Pakistan,New Zealand
101,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,16.6,25,16.6,9,160,78,68,1,16.6,147,3,-0.111940299,0.333333333,Pakistan,New Zealand
102,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,17.1,25,17.1,13,160,78,68,1,17.1,151,3,-0.111940299,0.333333333,Pakistan,New Zealand
103,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,17.2,25,17.2,14,160,78,68,1,17.2,152,3,-0.111940299,0.333333333,Pakistan,New Zealand
104,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,17.3,14,17.3,29,160,78,68,1,17.3,156,3,-0.111940299,0.333333333,Pakistan,New Zealand
105,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,17.4,14,17.4,29,160,78,68,1,17.4,156,3,-0.111940299,0.333333333,Pakistan,New Zealand
106,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,17.5,14,17.5,35,160,78,68,1,17.5,162,3,-0.111940299,0.333333333,Pakistan,New Zealand
107,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,17.6,14,17.6,36,160,78,68,1,17.6,163,3,-0.111940299,0.333333333,Pakistan,New Zealand
108,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,18.1,14,18.1,36,160,78,68,1,18.1,163,3,-0.111940299,0.333333333,Pakistan,New Zealand
109,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,18.2,14,18.2,36,160,78,68,1,18.2,163,4,-0.111940299,0.333333333,Pakistan,New Zealand
110,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,18.3,14,18.3,1,160,78,68,1,18.3,164,4,-0.111940299,0.333333333,Pakistan,New Zealand
111,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,18.4,1,18.4,15,160,78,68,1,18.4,165,4,-0.111940299,0.333333333,Pakistan,New Zealand
112,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,18.5,15,18.5,3,160,78,68,1,18.5,167,4,-0.111940299,0.333333333,Pakistan,New Zealand
113,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,18.6,15,18.6,4,160,78,68,1,18.6,168,4,-0.111940299,0.333333333,Pakistan,New Zealand
114,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.1,15,19.1,8,160,78,68,1,19.1,172,4,-0.111940299,0.333333333,Pakistan,New Zealand
115,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.2,15,19.2,9,160,78,68,1,19.2,173,4,-0.111940299,0.333333333,Pakistan,New Zealand
116,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.3,9,19.3,21,160,78,68,1,19.3,179,4,-0.111940299,0.333333333,Pakistan,New Zealand
117,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.4,9,19.4,22,160,78,68,1,19.4,180,4,-0.111940299,0.333333333,Pakistan,New Zealand
118,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.5,22,19.5,10,160,78,68,1,19.5,181,4,-0.111940299,0.333333333,Pakistan,New Zealand
119,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.6,10,19.6,22,160,78,68,1,19.6,182,4,-0.111940299,0.333333333,Pakistan,New Zealand
120,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,1,19.7,10,19.7,22,160,78,68,1,19.7,182,4,-0.111940299,0.333333333,Pakistan,New Zealand
121,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,0.1,0,0.1,2,182,78,68,1,0.1,2,0,-0.111940299,0.333333333,Pakistan,New Zealand
122,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,0.2,0,0.2,2,182,78,68,1,0.2,2,0,-0.111940299,0.333333333,Pakistan,New Zealand
123,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,0.3,0,0.3,6,182,78,68,1,0.3,6,0,-0.111940299,0.333333333,Pakistan,New Zealand
124,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,0.4,0,0.4,10,182,78,68,1,0.4,10,0,-0.111940299,0.333333333,Pakistan,New Zealand
125,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,0.5,0,0.5,10,182,78,68,1,0.5,10,0,-0.111940299,0.333333333,Pakistan,New Zealand
126,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,0.6,0,0.6,10,182,78,68,1,0.6,10,0,-0.111940299,0.333333333,Pakistan,New Zealand
127,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,1.1,10,1.1,0,182,78,68,1,1.1,10,1,-0.111940299,0.333333333,Pakistan,New Zealand
128,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,1.2,10,1.2,1,182,78,68,1,1.2,11,1,-0.111940299,0.333333333,Pakistan,New Zealand
129,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,1.3,1,1.3,12,182,78,68,1,1.3,13,1,-0.111940299,0.333333333,Pakistan,New Zealand
130,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,1.4,1,1.4,13,182,78,68,1,1.4,14,1,-0.111940299,0.333333333,Pakistan,New Zealand
131,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,1.5,13,1.5,5,182,78,68,1,1.5,18,1,-0.111940299,0.333333333,Pakistan,New Zealand
132,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,1.6,13,1.6,6,182,78,68,1,1.6,19,1,-0.111940299,0.333333333,Pakistan,New Zealand
133,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,2.1,13,2.1,6,182,78,68,1,2.1,19,1,-0.111940299,0.333333333,Pakistan,New Zealand
134,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,2.2,13,2.2,7,182,78,68,1,2.2,20,1,-0.111940299,0.333333333,Pakistan,New Zealand
135,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,2.3,7,2.3,19,182,78,68,1,2.3,26,1,-0.111940299,0.333333333,Pakistan,New Zealand
136,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,2.4,7,2.4,20,182,78,68,1,2.4,27,1,-0.111940299,0.333333333,Pakistan,New Zealand
137,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,2.5,20,2.5,7,182,78,68,1,2.5,27,1,-0.111940299,0.333333333,Pakistan,New Zealand
138,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,2.6,20,2.6,7,182,78,68,1,2.6,27,2,-0.111940299,0.333333333,Pakistan,New Zealand
139,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,3.1,20,3.1,1,182,78,68,1,3.1,28,2,-0.111940299,0.333333333,Pakistan,New Zealand
140,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,3.2,1,3.2,21,182,78,68,1,3.2,29,2,-0.111940299,0.333333333,Pakistan,New Zealand
141,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,3.3,21,3.3,4,182,78,68,1,3.3,32,2,-0.111940299,0.333333333,Pakistan,New Zealand
142,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,3.4,4,3.4,22,182,78,68,1,3.4,33,2,-0.111940299,0.333333333,Pakistan,New Zealand
143,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,3.5,22,3.5,4,182,78,68,1,3.5,33,3,-0.111940299,0.333333333,Pakistan,New Zealand
144,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,3.6,22,3.6,0,182,78,68,1,3.6,33,3,-0.111940299,0.333333333,Pakistan,New Zealand
145,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,4.1,0,4.1,26,182,78,68,1,4.1,37,3,-0.111940299,0.333333333,Pakistan,New Zealand
146,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,4.2,0,4.2,27,182,78,68,1,4.2,38,3,-0.111940299,0.333333333,Pakistan,New Zealand
147,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,4.3,27,4.3,4,182,78,68,1,4.3,42,3,-0.111940299,0.333333333,Pakistan,New Zealand
148,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,4.4,27,4.4,4,182,78,68,1,4.4,42,3,-0.111940299,0.333333333,Pakistan,New Zealand
149,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,4.5,27,4.5,4,182,78,68,1,4.5,42,3,-0.111940299,0.333333333,Pakistan,New Zealand
150,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,4.6,27,4.6,4,182,78,68,1,4.6,42,4,-0.111940299,0.333333333,Pakistan,New Zealand
151,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.1,0,5.1,27,182,78,68,1,5.1,42,4,-0.111940299,0.333333333,Pakistan,New Zealand
152,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.2,0,5.2,28,182,78,68,1,5.2,43,4,-0.111940299,0.333333333,Pakistan,New Zealand
153,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.3,28,5.3,1,182,78,68,1,5.3,44,4,-0.111940299,0.333333333,Pakistan,New Zealand
154,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.4,1,5.4,29,182,78,68,1,5.4,45,4,-0.111940299,0.333333333,Pakistan,New Zealand
155,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.5,29,5.5,5,182,78,68,1,5.5,49,4,-0.111940299,0.333333333,Pakistan,New Zealand
156,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.6,29,5.6,5,182,78,68,1,5.6,50,4,-0.111940299,0.333333333,Pakistan,New Zealand
157,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,5.7,29,5.7,11,182,78,68,1,5.7,56,4,-0.111940299,0.333333333,Pakistan,New Zealand
158,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,6.1,11,6.1,29,182,78,68,1,6.1,56,4,-0.111940299,0.333333333,Pakistan,New Zealand
159,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,6.2,11,6.2,30,182,78,68,1,6.2,57,4,-0.111940299,0.333333333,Pakistan,New Zealand
160,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,6.3,30,6.3,12,182,78,68,1,6.3,58,4,-0.111940299,0.333333333,Pakistan,New Zealand
161,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,6.4,12,6.4,31,182,78,68,1,6.4,59,4,-0.111940299,0.333333333,Pakistan,New Zealand
162,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,6.5,31,6.5,13,182,78,68,1,6.5,60,4,-0.111940299,0.333333333,Pakistan,New Zealand
163,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,6.6,13,6.6,37,182,78,68,1,6.6,66,4,-0.111940299,0.333333333,Pakistan,New Zealand
164,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,7.1,37,7.1,14,182,78,68,1,7.1,67,4,-0.111940299,0.333333333,Pakistan,New Zealand
165,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,7.2,14,7.2,38,182,78,68,1,7.2,68,4,-0.111940299,0.333333333,Pakistan,New Zealand
166,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,7.3,38,7.3,15,182,78,68,1,7.3,69,4,-0.111940299,0.333333333,Pakistan,New Zealand
167,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,7.4,15,7.4,40,182,78,68,1,7.4,71,4,-0.111940299,0.333333333,Pakistan,New Zealand
168,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,7.5,15,7.5,41,182,78,68,1,7.5,72,4,-0.111940299,0.333333333,Pakistan,New Zealand
169,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,7.6,41,7.6,16,182,78,68,1,7.6,73,4,-0.111940299,0.333333333,Pakistan,New Zealand
170,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.1,41,8.1,16,182,78,68,1,8.1,73,4,-0.111940299,0.333333333,Pakistan,New Zealand
171,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.2,41,8.2,17,182,78,68,1,8.2,74,4,-0.111940299,0.333333333,Pakistan,New Zealand
172,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.3,17,8.3,41,182,78,68,1,8.3,74,4,-0.111940299,0.333333333,Pakistan,New Zealand
173,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.4,17,8.4,41,182,78,68,1,8.4,75,4,-0.111940299,0.333333333,Pakistan,New Zealand
174,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.5,17,8.5,43,182,78,68,1,8.5,77,4,-0.111940299,0.333333333,Pakistan,New Zealand
175,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.6,17,8.6,43,182,78,68,1,8.6,78,4,-0.111940299,0.333333333,Pakistan,New Zealand
176,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.7,17,8.7,44,182,78,68,1,8.7,79,4,-0.111940299,0.333333333,Pakistan,New Zealand
177,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.8,44,8.8,17,182,78,68,1,8.8,80,4,-0.111940299,0.333333333,Pakistan,New Zealand
178,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,8.9,44,8.9,18,182,78,68,1,8.9,81,4,-0.111940299,0.333333333,Pakistan,New Zealand
179,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,9.1,44,9.1,19,182,78,68,1,9.1,82,4,-0.111940299,0.333333333,Pakistan,New Zealand
180,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,9.2,19,9.2,46,182,78,68,1,9.2,84,4,-0.111940299,0.333333333,Pakistan,New Zealand
181,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,9.3,19,9.3,46,182,78,68,1,9.3,84,5,-0.111940299,0.333333333,Pakistan,New Zealand
182,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,9.4,19,9.4,0,182,78,68,1,9.4,84,5,-0.111940299,0.333333333,Pakistan,New Zealand
183,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,9.5,19,9.5,1,182,78,68,1,9.5,85,5,-0.111940299,0.333333333,Pakistan,New Zealand
184,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,9.6,1,9.6,20,182,78,68,1,9.6,86,5,-0.111940299,0.333333333,Pakistan,New Zealand
185,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,10.1,1,10.1,21,182,78,68,1,10.1,87,5,-0.111940299,0.333333333,Pakistan,New Zealand
186,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,10.2,21,10.2,2,182,78,68,1,10.2,88,5,-0.111940299,0.333333333,Pakistan,New Zealand
187,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,10.3,2,10.3,22,182,78,68,1,10.3,89,5,-0.111940299,0.333333333,Pakistan,New Zealand
188,-1.766687679,0.428571429,-1.478488096,0,0.004000218,0.025510204,2.580214547,-0.194139194,0.485643865,-1.522553212,0.953613539,2.723076923,1,2,0,2,10.4,22,10.4,2,182,78,68,1,10.4,90,5,-0.111940299,0.333333333,Pakistan,New Zealand
