,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Face To Face Win Diff,Win Percentage All,Win Percentage Rec,Current Winner
35,11.52272727,18.90909091,4.827272727,10.28181818,0.282290324,0.375228938,-2.905366922,-0.619047619,-0.12438991,0.251364235,-2.054392114,-1.053571429,0.5,-0.082051282,0,1
36,11.06601159,9.886904762,4.519198791,5.160714286,0.290397354,0.221678794,-3.273188406,-3.398333333,-0.271612455,-0.742424242,-2.03326087,-1.672,0.666666667,-0.008928571,0,1
37,-4.630039526,-5.810526316,-3.30513834,-3.544421053,-0.027973289,-0.136731902,-0.123076923,1.247058824,-0.580370539,-0.359155156,1.172307692,1.931764706,0.5,-0.122222222,-0.333333333,0
38,12.28553737,9.037037037,6.135922158,4.099346405,0.23856463,0.23490202,-3.876110092,-8.495356037,-0.491658594,-0.43818544,-1.999706422,-5.355417957,1.5,0.205882353,0.333333333,1
39,-6.140486209,-0.005952381,-3.938569425,-0.875,-0.075274802,0.067072147,1.558345827,-8.886363636,0.225846124,-0.185198117,0.716191904,-6.375,2,-0.388888889,-0.333333333,1
40,-4.909625127,10.85897436,-3.022066869,6.287179487,-0.068190168,0.190697885,-0.015232975,-24,0.131215972,-0.206347133,-0.296236559,-17.56811594,1.5,-0.28708134,0.333333333,1
41,-1.710494778,-8.777777778,-0.632562917,-2.766666667,-0.054157482,-0.293714198,2.993588569,6.838345865,-0.092135091,1.293747188,2.3817549,3.064285714,0.5,-0.03968254,-0.666666667,1
42,-10.32819755,-6.813664596,-4.225263824,-3.236024845,-0.268125222,-0.175831572,3.223717949,0.385281385,0.343540842,1.253643719,1.813653846,-2.128571429,-0.25,-0.077777778,-0.666666667,1
43,-9.4921694,-5.224880383,-3.808173478,-2.870813397,-0.251383523,-0.091045179,2.930968018,-2.62464986,0.319874498,0.97757057,1.61851799,-4.12605042,0,-0.016447368,-0.333333333,1
44,3.607593458,-3.313043478,1.219626168,-2.244782609,0.103003149,-0.029786094,3.618678332,12.66588235,0.572190579,1.273972603,1.829270233,7.651764706,0,-0.257692308,-0.333333333,0
45,4.426288324,16.47619048,-0.764774951,8.585714286,0.331694439,0.360050715,5.61958042,3.909090909,1.400970937,1.228478682,1.521398601,0.572727273,0.5,0.091666667,0.333333333,1
46,5.117216117,-8.112820513,2.308424908,-5.013846154,0.116239419,-0.134909387,-1.673611111,12.11884058,-0.391474116,0.122771432,-0.472619048,9.179130435,0,0.073809524,-0.666666667,0
47,-8.807858688,-10.2539185,-5.259084355,-5.851410658,-0.159879793,-0.255290522,4.098701299,-12.29554656,0.509867488,0.534523464,1.893194805,-10.24129555,0.5,-0.402777778,-0.333333333,0
48,-3.998596491,-7.870588235,-1.282315789,-3.171764706,-0.1638357,-0.217732814,-3.567927928,-4.875,-0.40265818,-1.212363604,-1.983783784,-1.2225,0.5,-0.338235294,-0.333333333,0
49,-2.828577468,2.630718954,-2.448446417,1.333333333,0.020661295,0.06094605,5.77550866,5.28,1.292456336,0.683421356,2.076106195,3.228,0,-0.446428571,-0.333333333,1
50,5.539770217,-5.708502024,2.466349978,-4.714979757,0.131320303,-0.028609026,0.788265306,16.20454545,0.366084427,0.938310264,-0.180952381,9.9,2,-0.045454545,-0.333333333,0
51,-1.495572726,1.774509804,-1.426383171,1.288235294,0.015753687,-0.004756469,1.596274824,5.991902834,0.362977933,1.58444903,0.456198347,1.863157895,0,-0.158730159,0,0
52,-1.173160173,1.995238095,-0.301298701,3.4,-0.046184132,-0.101001468,-2.16313933,2.263888889,-0.601502615,0.085616438,-0.404761905,1.622222222,0.5,0.083333333,0,1
53,-3.434039645,-8.778195489,1.77190704,-1.906015038,-0.322923387,-0.367172277,-7.951367781,-5.698412698,-2.198989158,-2.107781626,-1.885714286,-0.352380952,0.5,0.234848485,0,0
54,1.877217554,-6.071428571,-0.059663866,-2.914285714,0.116939691,-0.127725748,0.396031746,8.388888889,0.480193631,0.908218905,-0.698571429,5.316666667,0,-0.219814241,-0.666666667,0
55,2.306290116,-9.410714286,1.596277279,-4.173214286,0.014016931,-0.173004909,-4.580338266,-7.741258741,-0.497504978,-1.673304237,-2.786257928,-2.939160839,0.666666667,0.165865385,0,0
56,1.759036145,-2.115384615,1.558493127,-1.064835165,-0.01401609,-0.029786394,-1.390107527,-1.644268775,-0.415594149,-0.765965657,-0.160258065,0.256126482,0.5,0.220238095,0,0
57,-3.505447308,-11,-1.259899434,-5.375,-0.10821177,-0.153642561,-2.669835007,-13.13846154,-0.573750258,-2.816498185,-0.833823529,-5.093076923,0.666666667,0.15,0.333333333,1
58,-3.976112724,8.266233766,-2.594521045,3.206493506,-0.041397349,0.226006141,5.251179189,-3.359683794,0.963040995,0.242801944,2.284396589,-3.120948617,0,-0.278772379,0.333333333,0
59,-7.796203022,-12.1483376,-2.526927547,-6.959079284,-0.311727451,-0.21569523,-1.227125506,8,-0.540561041,0.184456178,0.217651822,5.75,0.5,-0.142857143,-0.666666667,0
60,-3.307235142,-8.076190476,-2.75627907,-5.08,0.01450716,-0.08547447,-0.774136179,2.861764706,0.258170042,-0.458288422,-1.158231707,3.578823529,0,-0.244444444,-0.333333333,1
61,-2.152728561,-6.968599034,-1.54794472,-3.894202899,-0.008502086,-0.123576872,-1.093311096,-1.3625,-0.212817077,-1.979011117,-0.370154494,3.885,0,-0.043233083,0.333333333,0
62,-8.740740741,-7.755060729,-3.305555556,-4.146558704,-0.297916657,-0.201781485,2.160882071,13.95588235,0.035988275,2.043518076,1.820249281,7.442016807,0.5,-0.35,-0.666666667,0
63,-2.252445357,-1.413419913,-1.362842652,0.392207792,-0.034723344,-0.116282165,1.643580013,-4.045454545,0.581728232,-0.369053835,0.042163188,-2.672727273,0,-0.229166667,-0.666666667,0
64,3.83126935,3.455555556,2.109613003,2.706666667,0.065811914,0.009604217,2.390893873,5.957894737,0.192300307,0.74364064,1.472219618,3.501473684,1.5,-0.072916667,-0.666666667,0
65,2.897320028,-6.177631579,1.288156656,-5.009210526,0.071780632,-0.005929341,-4.115620088,-0.324074074,-0.619979686,-0.261244795,-2.188483495,0.221428571,0.5,0.081339713,-0.333333333,1
66,-1.136915269,-1.868686869,-0.193225949,0.636363636,-0.051340018,-0.170068027,-4.223308271,-9.677248677,-0.873425151,-1.731377703,-1.421503759,-4.377777778,2,0.1875,0.333333333,1
67,2.250712251,6.314285714,1.535042735,4.744285714,0.016574228,0.019374749,-2.470984612,1.288571429,-0.40623187,-0.48391677,-1.273167052,2.295428571,0.25,0.069117647,0,1
68,6.341779408,-2.36,3.42114194,-1.8,0.147486615,-0.022137768,-4.363898305,1.182662539,-0.168071543,0.211204117,-2.813491525,0.388235294,0,0.286931818,0.333333333,1
69,-2.971841368,-10.32843137,-2.032728881,-8.011764706,-0.02166864,-0.016206651,3.044044665,-2.85300207,0.415695537,0.190178623,1.720376026,-3.106832298,0,-0.119047619,-0.333333333,0
70,2.663452874,3.062937063,1.854577401,3.054545455,0.023874913,-0.034247595,-2.145833333,3.877777778,-0.628027888,-0.269683125,-0.334622093,3.77,0.75,0.211578947,0,0
71,2.339109807,3.124668435,1.605580797,1.926525199,0.023353117,0.089097929,-1.951971667,6.796052632,-0.607314225,0.12806724,-0.238103054,5.084210526,0.4,0.157692308,-0.333333333,0
72,-6.443843945,-19.26811594,-4.313342341,-14.2173913,-0.05956911,-0.074403283,5.495092005,1.909090909,1.081844068,0.870018164,2.267891298,-0.288142292,-0.5,-0.332491582,-0.333333333,0
73,-0.124155894,7.597222222,1.147848736,4.9,-0.091403834,0.107709751,-1.70030171,-5.694805195,-0.570658865,-0.435522035,-0.110540683,-3.677922078,1.5,0.252173913,0.333333333,0
74,-6.452727273,-10.38068182,-4.152,-5.918181818,-0.073287151,-0.162917673,5.647757332,3.461538462,1.141147005,1.230442177,2.286762507,0.646153846,-0.666666667,-0.357919255,-0.333333333,0
75,-0.14570107,2.828571429,1.177308181,4.572857143,-0.095005239,-0.153232076,-1.68436485,-1.233082707,-0.522525143,-0.968631897,-0.187919524,1.211278195,0.666666667,0.196428571,-0.333333333,1
76,3.232114577,5.154761905,2.235281967,4.521428571,0.024945543,0.002315062,2.358156028,0.444444444,0.293255976,-0.627836923,1.225177305,2.0375,2,-0.012605042,0,0
77,2.162304305,-2.608695652,1.530821918,0,0.012602134,-0.170068027,3.231681416,4.777777778,0.383509917,-0.047930887,1.689026549,3.596969697,0.5,-0.063131313,-0.333333333,1
78,4.046689895,6.398785425,2.279970134,4.565587045,0.097641663,0.081321818,-6.135361842,-7.690909091,-0.336503918,-0.06290016,-3.831315789,-5.723636364,0.5,0.264367816,0.333333333,1
79,0.080676143,-9.55165692,-1.290324351,-5.501754386,0.094494031,-0.170068027,5.419208729,25.38545455,0.921108823,2.191291585,2.544734585,14.43272727,-0.5,-0.33423913,-1,1
80,0.506493506,1.360708535,0.702857143,2.147826087,-0.013129786,-0.071403134,-3.195833333,-10.44720497,-1.127159759,-2.19756434,-0.095,-3.046583851,0.5,0.085714286,0,1
81,-4.293346774,-3.455026455,-2.810685484,-2.685714286,-0.089743702,-0.054411284,-1.996168582,-3.003623188,-0.33906822,-0.752942916,-0.946551724,-0.964130435,0.5,-0.425,-0.333333333,1
82,-2.868721461,5.240165631,-2.756480506,1.460869565,0.038477168,0.2069161,7.225178658,15.05333333,1.519621788,4.49369559,2.665989038,2.688,0.5,-0.370909091,-0.333333333,1
83,-2.100628931,8.468599034,-2.141043862,3.827536232,0.035762743,0.219387755,6.490161812,7.125730994,1.441353938,2.660670712,2.227961165,-0.478947368,0.666666667,-0.315217391,0.333333333,0
84,2.933736167,2.751322751,0.99232806,0.765079365,0.093666692,0.148826391,-1.803497706,6.448179272,-0.368774651,1.150548355,-0.593325688,2.342857143,-0.5,0,-0.333333333,1
85,3.136925004,2.25,0.980848398,-1.057142857,0.107306084,0.271774807,-1.949023199,-0.039525692,-0.459836231,-0.253510481,-0.513369963,0.508695652,0,0.047777778,0.333333333,1
86,-5.70489399,-0.285714286,-2.106800574,4.325714286,-0.176135431,-0.363728443,0.158571429,0.53,0.212083055,0.218981398,-0.330857143,0.013,-0.666666667,-0.088461538,-0.666666667,0
87,5.233052632,-3.290513834,1.824126316,-0.671146245,0.202572377,-0.165991977,4.791251384,6.173913043,1.173987871,2.065101139,1.313355482,1.152795031,0.5,0.025,-0.666666667,1
88,-2.7750418,-5.366071429,-1.317647059,0.946428571,-0.070332368,-0.382343671,0.011268144,-13.6,0.174570615,-2.942612105,-0.369289534,-3.683333333,0.166666667,-0.12973352,0,1
89,-4.989655172,-2.822727273,-1.821724138,1.08,-0.154397195,-0.255335204,-8.745,-14.73111111,-1.382853403,-2.557089396,-4.248,-5.881333333,0.5,0.114035088,0.333333333,0
90,-9.919444444,-5.083333333,-5.99,-2.321428571,-0.181310001,-0.206084096,12.50412736,12.95,1.47953666,0.618605787,6.515448113,8.85,-0.666666667,-0.605413105,-0.333333333,0
91,2.485931147,-3.62745098,1.22914611,-1.983529412,0.049971052,-0.028660283,2.508817617,-1.749373434,0.246829238,0.257180971,1.418311404,-1.739849624,0.666666667,-0.065,0.333333333,1
92,0.359384158,4.433333333,-1.327568286,-0.626666667,0.113343612,0.280009504,3.644502036,-9.721719457,0.675645217,-0.691964286,1.609566827,-6.760180995,0,-0.212301587,0.333333333,1
93,-2.003753957,-8.972222222,-0.490502035,-4.416666667,-0.083106701,-0.253303857,-1.402831581,-11.14699793,-0.334578273,-2.459813412,-0.361953514,-4.149068323,0.75,0.035714286,0,1
94,6.07519825,11.99542334,1.705824446,3.286956522,0.255655613,0.466290472,5.399335233,8.56993007,0.722776302,2.263811341,3.003988604,2.28041958,0.5,-0.125,-0.333333333,1
95,2.745702541,3.894736842,-0.259977578,1.105263158,0.193245501,0.190073722,3.862770563,-2.303571429,0.467261944,-1.054959981,2.15012987,0.275,0.5,-0.046875,0.333333333,1
96,-4.814285714,-16.73333333,-1.678928571,-3.78,-0.16579378,-0.6087293,-3.595779221,-6.555555556,-0.813404269,-2.187475751,-1.192694805,-0.106666667,0.5,-0.115384615,0,0
97,10.09060141,13.96296296,4.422160896,3.847058824,0.297507503,0.625509357,-10.17673173,-25.90079365,-0.789052753,-1.351829671,-5.873708381,-16.93333333,2,0.428571429,1,1
98,-1.611764706,6.466666667,-1.766072764,5.66,0.036615667,-0.042415125,6.107760765,-0.955882353,1.285170294,-0.745552521,2.205881377,0.698529412,0.25,-0.34137931,-0.333333333,1
99,-3.694637511,-14.26052632,-2.244386228,-4.408421053,-0.056565188,-0.534104885,0.128690127,-1.916666667,0.09572102,-1.15997446,-0.102140762,0.671428571,-0.25,-0.15993266,0,0
100,-0.837226548,-18.01398601,-1.611123471,-9.581118881,0.072192414,-0.214795869,-3.950522648,-10.39324117,-0.40294159,-1.484655018,-2.221705483,-5.680184332,0,-0.009031199,0,1
101,-1.565644933,-9.055137845,-0.536109142,-2.64962406,-0.053709256,-0.389049173,0.991223586,-13.36813187,0.377213059,-2.416400213,-0.042970348,-5.683516484,-0.5,-0.082727273,0.333333333,0
102,-4.760739261,-1.519181586,-2.894105894,1.267519182,-0.069971358,-0.188559322,3.811120478,-4.465367965,0.745406206,-1.475464962,1.552502299,-0.467532468,-0.75,-0.260784314,0.333333333,1
103,-0.164448478,2.077205882,-0.796975197,1.184558824,0.047954686,0.02382406,2.050820639,1.178743961,0.594323749,0.308556274,0.328882132,0.337681159,-0.25,-0.21978022,-0.333333333,1
104,-4.482379768,-6.439473684,-2.211567164,-2.854736842,-0.097549892,-0.195096207,-1.259982254,-1.526315789,0.077333087,-0.066436647,-1.127062999,-1.010526316,2,-0.111660079,0,1
105,2.402466034,-5.721227621,0.388628475,-5.387723785,0.107046491,0.096766494,-1.429185367,-3.605734767,-0.056723369,0.397715794,-1.030534476,-3.824731183,0.5,0.023076923,0.333333333,1
106,1.133502879,-3.306397306,0.737174428,-2.652525253,0.011577119,-0.015336344,-3.415,5.576363636,-0.668713947,0.849543383,-1.401,2.805818182,2,0.072858732,-0.666666667,1
107,3.931658851,10.22426471,1.627638238,2.907352941,0.114770704,0.350513385,1.064054589,-2.272727273,0.441414633,0.47966037,-0.102971605,-2.836363636,0.75,-0.026984127,0,1
108,2.168535375,-2.415238095,1.264859163,-2.220571429,0.031044771,0.02968099,3.085227273,8.803921569,0.398150309,1.389432485,1.497348485,3.232941176,0.666666667,-0.012077295,-0.333333333,0
109,-4.859710145,-7.016339869,-1.443826087,-3.856862745,-0.17302242,-0.11199609,3.611367521,18.86379928,0.602481863,2.71802003,1.567333333,9.516129032,0.25,-0.133736559,-0.333333333,0
110,0.796369103,0.894736842,0.215911193,0.852631579,0.030037347,-0.011210391,0.559701718,-8.451417004,0.485704842,-0.771874267,-0.608260121,-5.183805668,0,-0.107142857,0.333333333,1
111,1.649153278,12.68333333,-0.421993053,7.45,0.120499713,0.186440678,1.280110259,-11.28862479,0.409825865,-0.897160644,0.216545783,-8.382682513,0.25,-0.078125,0.666666667,1
112,2.032380185,2.454248366,0.451582763,1.419607843,0.080045159,0.030537711,-3.190542054,-3.351046699,-0.614810306,-0.015555062,-1.229216887,-2.967149758,0.666666667,0.153605016,0,0
113,-2.706382979,-3.34,-1.625744681,-1.891636364,-0.04247597,-0.080738178,1.965217391,5.227272727,0.344527938,0.205050551,0.784927536,3.52459893,-0.25,-0.14,0,0
114,-3.042835596,-1.13037037,-1.849411765,-1.027555556,-0.047593324,-0.002883506,2.178233395,1.078095238,0.335056283,-0.382630508,0.982013852,1.721142857,-0.4,-0.170595533,0,0
115,-2.893140638,2.506493506,-1.356522865,1.719480519,-0.074345533,0.03643819,-0.91318049,-9.289473684,0.056116171,-0.738597238,-0.846867008,-5.07518797,0.285714286,-0.093390805,0,1
116,-2.288187251,1.082251082,-1.051804781,0.848051948,-0.061632051,0.011636301,-1.222829758,-10.8375,0.020506529,-1.14200139,-1.022931093,-6.6195,0.375,-0.06036036,0.333333333,0
117,-10.50039746,-7.918181818,-4.58227345,-2.889818182,-0.328946679,-0.409862183,-6.722068693,-13.04411765,-0.999541132,-2.935718591,-3.160600079,-2.977941176,0.5,-0.120833333,0.333333333,0
118,-10.94690942,-11.18546366,-4.834791922,-5.760902256,-0.342214664,-0.363580755,-4.927714857,3.095238095,-0.793153846,-0.09009987,-2.157761492,2.723076923,0,-0.206666667,-0.333333333,0
119,1.489606423,2.436507937,-0.459982267,1.638095238,0.114486451,0.021498226,1.653220602,0.65,0.416135042,0.034850006,0.501678069,0.433636364,0.4,-0.064171123,0.333333333,0
120,1.141096818,-1.924242424,-0.644536222,-1.663636364,0.110119047,0.0180587,1.799963925,8.066666667,0.418062581,0.513845408,0.623593074,4.809333333,0.166666667,-0.091176471,-0.333333333,0
121,0.329167255,9.886904762,-0.351278068,7.260714286,0.043347251,0.011423421,4.764570466,4.806390977,0.937596799,-1.2522814,1.867400337,6.268421053,0.4,-0.2,0.333333333,1
122,0.238028709,13.48484848,-0.484899836,8.613636364,0.047357449,0.129074618,4.800832118,7.255656109,0.87066471,-0.847124304,2.021083914,8.060633484,0.5,-0.164426523,0.333333333,1
123,7.263407591,4.338181818,3.026732673,3.004363636,0.241564231,0.091110109,-0.880770906,-16.68888889,0.276284635,-0.606380483,-1.357839721,-12.95466667,0.5,0.339285714,0.666666667,1
124,5.825422139,1.383040936,2.090206379,-0.335087719,0.204204836,0.096532519,-2.878389155,-20.18181818,-0.107700218,-2.028486395,-2.049282297,-10.14545455,2,0.386363636,1,1
125,-0.024184854,-12.50245098,0.092813701,-4.941176471,-0.00776666,-0.38399314,-3.118908353,-5.894736842,-0.522624558,-0.535459693,-1.455689046,-3.538421053,1.5,0.015103339,-0.666666667,0
126,-0.612345679,-20.71714286,-0.342647143,-9.085714286,-0.010424048,-0.54161103,-2.599701344,2.545454545,-0.493542347,-1.125475974,-1.093797909,4.948051948,0.666666667,-0.012406015,-1,0
127,2.760515347,1.542592593,0.318382632,-3.572222222,0.135489446,0.360962638,-1.841996912,6.142857143,0.004534663,1.955312973,-1.500874936,0.914285714,0.666666667,0.034946237,-0.333333333,0
128,-3.275314724,3.75,-1.943678161,2.65,-0.056648917,0.099452041,2.638312728,-9.875457875,0.491584159,-0.602331415,1.118774387,-7.740659341,-0.4,-0.167678812,0.333333333,1
129,-2.899187624,1.778110945,-1.695410941,1.968215892,-0.051931994,-0.017350669,2.31018711,-13.5931677,0.459267981,-1.369654725,0.916153846,-8.79689441,-0.166666667,-0.138141026,0.666666667,1
130,-2.537444037,2.869565217,-1.522295482,1.486956522,-0.042482466,0.086419753,1.978149116,-9.454545455,0.396796906,-1.355111918,0.776127204,-4.556149733,0,-0.110060976,0.666666667,0
131,-1.659183974,-2.374358974,-0.526062749,-1.526153846,-0.053420778,-0.020017751,-3.938819381,-5.155555556,-0.365852104,0.097115507,-2.279005845,-4.595555556,-0.25,0.108974359,0.333333333,0
132,0.36113322,-12.66578249,-0.564803063,-9.934217507,0.062944952,-0.040708398,-2.191985646,4.333333333,-0.3478721,1.872184685,-0.996052632,-0.6,0.25,0.036317568,-1,0
133,0.887986882,-0.469107551,-0.14880962,-0.571167048,0.061462067,0.013857796,-2.59103338,0.789473684,-0.340364806,1.602104704,-1.321900635,-3.084688995,0,0.007177033,-1,1
134,-2.664824367,-7.141428571,-1.432498158,-1.726285714,-0.056349926,-0.395648455,4.291377474,0.887871854,0.73842949,-1.388008698,1.87883662,3.908924485,0.5,-0.181216931,-0.333333333,1
135,-5.659161491,-14.41714286,-2.890993789,-8.211428571,-0.119375697,-0.270136589,-1.666126573,-0.041666667,-0.040512537,-0.028123304,-1.19839878,0.025,1.5,-0.127645503,-0.666666667,0
136,1.505923221,1.241176471,0.405549123,-2.230588235,0.056491568,0.211292614,1.086363636,4.730769231,0.380398652,0.806719293,0.018516746,2.674825175,0.5,-0.033088235,0,0
137,-1.829649758,20.05,0.232101449,19.005,-0.120473807,-0.075029251,1.146180658,-9.853383459,-0.061274998,-1.479709798,1.062651672,-5.419172932,0.25,0.011655012,0.666666667,1
138,-1.127956989,31.8,0.630276498,22.155,-0.109456456,0.08382386,0.668643695,-8.892712551,-0.094182329,-0.918367347,0.74355112,-4.999190283,0.4,0.038235294,0.666666667,1
139,-1.84626342,-11.105,-1.304508164,-7.3755,-0.008905766,-0.11499626,-1.253981645,12.45769231,0.020515045,0.571880079,-1.01653501,8.436923077,0.5,-0.075,-0.666666667,1
140,-3.766934285,9.428235294,-1.298447814,6.616941176,-0.136009522,0.044701808,6.39875,21.99076923,0.808091553,1.964434565,3.334125,11.33169231,0.5,-0.370801034,-0.333333333,0
