,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,1,KD Mills,2009-03-08,1st,SR Tendulkar,0,,V Sehwag,1,New Zealand,India,2,New Zealand,AMI Stadium,0,India
1,0.2,2,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,2,New Zealand,India,4,New Zealand,AMI Stadium,0,India
2,0.3,0,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,2,New Zealand,India,5,New Zealand,AMI Stadium,0,India
3,0.4,4,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,6,New Zealand,India,9,New Zealand,AMI Stadium,0,India
4,0.5,0,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,6,New Zealand,India,9,New Zealand,AMI Stadium,0,India
5,0.6,0,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,6,New Zealand,India,9,New Zealand,AMI Stadium,0,India
6,0.7,1,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,7,New Zealand,India,10,New Zealand,AMI Stadium,0,India
7,0.8,0,KD Mills,2009-03-08,1st,SR Tendulkar,7,,V Sehwag,1,New Zealand,India,10,New Zealand,AMI Stadium,0,India
8,1.1,0,TG Southee,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,7,New Zealand,India,10,New Zealand,AMI Stadium,0,India
9,1.2,0,TG Southee,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,7,New Zealand,India,10,New Zealand,AMI Stadium,0,India
10,1.3,0,TG Southee,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,7,New Zealand,India,10,New Zealand,AMI Stadium,0,India
11,1.4,0,TG Southee,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,7,New Zealand,India,10,New Zealand,AMI Stadium,0,India
12,1.5,0,TG Southee,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,7,New Zealand,India,11,New Zealand,AMI Stadium,0,India
13,1.6,1,TG Southee,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,8,New Zealand,India,12,New Zealand,AMI Stadium,0,India
14,1.7,0,TG Southee,2009-03-08,1st,SR Tendulkar,8,,V Sehwag,1,New Zealand,India,12,New Zealand,AMI Stadium,0,India
15,2.1,1,KD Mills,2009-03-08,1st,V Sehwag,1,,SR Tendulkar,9,New Zealand,India,13,New Zealand,AMI Stadium,0,India
16,2.2,0,KD Mills,2009-03-08,1st,SR Tendulkar,9,,V Sehwag,1,New Zealand,India,13,New Zealand,AMI Stadium,0,India
17,2.3,2,KD Mills,2009-03-08,1st,SR Tendulkar,9,,V Sehwag,3,New Zealand,India,15,New Zealand,AMI Stadium,0,India
18,2.4,0,KD Mills,2009-03-08,1st,SR Tendulkar,9,V Sehwag,V Sehwag,3,New Zealand,India,15,New Zealand,AMI Stadium,1,India
19,2.5,0,KD Mills,2009-03-08,1st,SR Tendulkar,9,,G Gambhir,0,New Zealand,India,15,New Zealand,AMI Stadium,1,India
20,2.6,0,KD Mills,2009-03-08,1st,SR Tendulkar,9,,G Gambhir,0,New Zealand,India,15,New Zealand,AMI Stadium,1,India
21,3.1,0,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,9,New Zealand,India,16,New Zealand,AMI Stadium,1,India
22,3.2,0,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,9,New Zealand,India,16,New Zealand,AMI Stadium,1,India
23,3.3,0,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,9,New Zealand,India,16,New Zealand,AMI Stadium,1,India
24,3.4,4,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,13,New Zealand,India,20,New Zealand,AMI Stadium,1,India
25,3.5,0,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,13,New Zealand,India,20,New Zealand,AMI Stadium,1,India
26,3.6,0,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,13,New Zealand,India,20,New Zealand,AMI Stadium,1,India
27,3.7,1,TG Southee,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,14,New Zealand,India,21,New Zealand,AMI Stadium,1,India
28,4.1,4,KD Mills,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,18,New Zealand,India,25,New Zealand,AMI Stadium,1,India
29,4.2,1,KD Mills,2009-03-08,1st,G Gambhir,0,,SR Tendulkar,19,New Zealand,India,26,New Zealand,AMI Stadium,1,India
30,4.3,1,KD Mills,2009-03-08,1st,SR Tendulkar,19,,G Gambhir,1,New Zealand,India,27,New Zealand,AMI Stadium,1,India
31,4.4,2,KD Mills,2009-03-08,1st,G Gambhir,1,,SR Tendulkar,21,New Zealand,India,29,New Zealand,AMI Stadium,1,India
32,4.5,0,KD Mills,2009-03-08,1st,G Gambhir,1,,SR Tendulkar,21,New Zealand,India,29,New Zealand,AMI Stadium,1,India
33,4.6,0,KD Mills,2009-03-08,1st,G Gambhir,1,,SR Tendulkar,21,New Zealand,India,29,New Zealand,AMI Stadium,1,India
34,5.1,1,TG Southee,2009-03-08,1st,SR Tendulkar,21,,G Gambhir,2,New Zealand,India,30,New Zealand,AMI Stadium,1,India
35,5.2,0,TG Southee,2009-03-08,1st,G Gambhir,2,,SR Tendulkar,21,New Zealand,India,30,New Zealand,AMI Stadium,1,India
36,5.3,0,TG Southee,2009-03-08,1st,G Gambhir,2,,SR Tendulkar,21,New Zealand,India,30,New Zealand,AMI Stadium,1,India
37,5.4,4,TG Southee,2009-03-08,1st,G Gambhir,2,,SR Tendulkar,25,New Zealand,India,34,New Zealand,AMI Stadium,1,India
38,5.5,1,TG Southee,2009-03-08,1st,G Gambhir,2,,SR Tendulkar,26,New Zealand,India,35,New Zealand,AMI Stadium,1,India
39,5.6,4,TG Southee,2009-03-08,1st,SR Tendulkar,26,,G Gambhir,6,New Zealand,India,39,New Zealand,AMI Stadium,1,India
40,6.1,0,KD Mills,2009-03-08,1st,G Gambhir,6,,SR Tendulkar,26,New Zealand,India,39,New Zealand,AMI Stadium,1,India
41,6.2,0,KD Mills,2009-03-08,1st,G Gambhir,6,,SR Tendulkar,26,New Zealand,India,39,New Zealand,AMI Stadium,1,India
42,6.3,1,KD Mills,2009-03-08,1st,G Gambhir,6,,SR Tendulkar,27,New Zealand,India,40,New Zealand,AMI Stadium,1,India
43,6.4,0,KD Mills,2009-03-08,1st,SR Tendulkar,27,,G Gambhir,6,New Zealand,India,40,New Zealand,AMI Stadium,1,India
44,6.5,1,KD Mills,2009-03-08,1st,SR Tendulkar,27,,G Gambhir,7,New Zealand,India,41,New Zealand,AMI Stadium,1,India
45,6.6,2,KD Mills,2009-03-08,1st,G Gambhir,7,,SR Tendulkar,29,New Zealand,India,43,New Zealand,AMI Stadium,1,India
46,7.1,0,TG Southee,2009-03-08,1st,SR Tendulkar,29,,G Gambhir,7,New Zealand,India,43,New Zealand,AMI Stadium,1,India
