,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,RJ Harris,2010-03-11,1st,MJ Guptill,0,,BB McCullum,0,New Zealand,Australia,0,Australia,Eden Park,0,Australia
1,0.2,0,RJ Harris,2010-03-11,1st,MJ Guptill,0,,BB McCullum,0,New Zealand,Australia,1,Australia,Eden Park,0,Australia
2,0.3,1,RJ Harris,2010-03-11,1st,MJ Guptill,0,,BB McCullum,1,New Zealand,Australia,2,Australia,Eden Park,0,Australia
3,0.4,0,RJ Harris,2010-03-11,1st,BB McCullum,1,,MJ Guptill,0,New Zealand,Australia,2,Australia,Eden Park,0,Australia
4,0.5,5,RJ Harris,2010-03-11,1st,BB McCullum,1,,MJ Guptill,5,New Zealand,Australia,7,Australia,Eden Park,0,Australia
5,0.6,0,RJ Harris,2010-03-11,1st,MJ Guptill,5,,BB McCullum,1,New Zealand,Australia,7,Australia,Eden Park,0,Australia
6,0.7,0,RJ Harris,2010-03-11,1st,MJ Guptill,5,,BB McCullum,1,New Zealand,Australia,7,Australia,Eden Park,0,Australia
7,1.1,4,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,9,New Zealand,Australia,11,Australia,Eden Park,0,Australia
8,1.2,0,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,9,New Zealand,Australia,11,Australia,Eden Park,0,Australia
9,1.3,0,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,9,New Zealand,Australia,11,Australia,Eden Park,0,Australia
10,1.4,0,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,9,New Zealand,Australia,11,Australia,Eden Park,0,Australia
11,1.5,0,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,9,New Zealand,Australia,11,Australia,Eden Park,0,Australia
12,1.6,0,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,9,New Zealand,Australia,11,Australia,Eden Park,0,Australia
13,2.1,0,RJ Harris,2010-03-11,1st,MJ Guptill,9,,BB McCullum,1,New Zealand,Australia,11,Australia,Eden Park,0,Australia
14,2.2,0,RJ Harris,2010-03-11,1st,MJ Guptill,9,,BB McCullum,1,New Zealand,Australia,11,Australia,Eden Park,0,Australia
15,2.3,0,RJ Harris,2010-03-11,1st,MJ Guptill,9,,BB McCullum,1,New Zealand,Australia,11,Australia,Eden Park,0,Australia
16,2.4,0,RJ Harris,2010-03-11,1st,MJ Guptill,9,,BB McCullum,1,New Zealand,Australia,11,Australia,Eden Park,0,Australia
17,2.5,0,RJ Harris,2010-03-11,1st,MJ Guptill,9,,BB McCullum,1,New Zealand,Australia,11,Australia,Eden Park,0,Australia
18,2.6,0,RJ Harris,2010-03-11,1st,MJ Guptill,9,,BB McCullum,1,New Zealand,Australia,11,Australia,Eden Park,0,Australia
19,3.1,4,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,13,New Zealand,Australia,15,Australia,Eden Park,0,Australia
20,3.2,0,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,13,New Zealand,Australia,15,Australia,Eden Park,0,Australia
21,3.3,3,DE Bollinger,2010-03-11,1st,BB McCullum,1,,MJ Guptill,16,New Zealand,Australia,18,Australia,Eden Park,0,Australia
22,3.4,0,DE Bollinger,2010-03-11,1st,MJ Guptill,16,,BB McCullum,1,New Zealand,Australia,18,Australia,Eden Park,0,Australia
23,3.5,4,DE Bollinger,2010-03-11,1st,MJ Guptill,16,,BB McCullum,5,New Zealand,Australia,22,Australia,Eden Park,0,Australia
24,3.6,1,DE Bollinger,2010-03-11,1st,MJ Guptill,16,,BB McCullum,6,New Zealand,Australia,23,Australia,Eden Park,0,Australia
25,4.1,4,RJ Harris,2010-03-11,1st,MJ Guptill,16,,BB McCullum,10,New Zealand,Australia,27,Australia,Eden Park,0,Australia
26,4.2,6,RJ Harris,2010-03-11,1st,MJ Guptill,16,,BB McCullum,16,New Zealand,Australia,33,Australia,Eden Park,0,Australia
27,4.3,0,RJ Harris,2010-03-11,1st,MJ Guptill,16,,BB McCullum,16,New Zealand,Australia,33,Australia,Eden Park,0,Australia
28,4.4,0,RJ Harris,2010-03-11,1st,MJ Guptill,16,,BB McCullum,16,New Zealand,Australia,33,Australia,Eden Park,0,Australia
29,4.5,3,RJ Harris,2010-03-11,1st,MJ Guptill,16,,BB McCullum,19,New Zealand,Australia,36,Australia,Eden Park,0,Australia
30,4.6,0,RJ Harris,2010-03-11,1st,BB McCullum,19,,MJ Guptill,16,New Zealand,Australia,36,Australia,Eden Park,0,Australia
31,5.1,0,DE Bollinger,2010-03-11,1st,MJ Guptill,16,,BB McCullum,19,New Zealand,Australia,37,Australia,Eden Park,0,Australia
32,5.2,6,DE Bollinger,2010-03-11,1st,MJ Guptill,16,,BB McCullum,25,New Zealand,Australia,44,Australia,Eden Park,0,Australia
33,5.3,1,DE Bollinger,2010-03-11,1st,MJ Guptill,16,,BB McCullum,26,New Zealand,Australia,45,Australia,Eden Park,0,Australia
34,5.4,0,DE Bollinger,2010-03-11,1st,BB McCullum,26,,MJ Guptill,16,New Zealand,Australia,45,Australia,Eden Park,0,Australia
35,5.5,4,DE Bollinger,2010-03-11,1st,BB McCullum,26,,MJ Guptill,20,New Zealand,Australia,49,Australia,Eden Park,0,Australia
36,5.6,0,DE Bollinger,2010-03-11,1st,BB McCullum,26,,MJ Guptill,20,New Zealand,Australia,49,Australia,Eden Park,0,Australia
37,5.7,0,DE Bollinger,2010-03-11,1st,BB McCullum,26,,MJ Guptill,20,New Zealand,Australia,49,Australia,Eden Park,0,Australia
38,5.8,1,DE Bollinger,2010-03-11,1st,BB McCullum,26,,MJ Guptill,21,New Zealand,Australia,50,Australia,Eden Park,0,Australia
39,6.1,1,MG Johnson,2010-03-11,1st,BB McCullum,26,,MJ Guptill,22,New Zealand,Australia,51,Australia,Eden Park,0,Australia
40,6.2,4,MG Johnson,2010-03-11,1st,MJ Guptill,22,,BB McCullum,30,New Zealand,Australia,55,Australia,Eden Park,0,Australia
41,6.3,0,MG Johnson,2010-03-11,1st,MJ Guptill,22,,BB McCullum,30,New Zealand,Australia,55,Australia,Eden Park,0,Australia
42,6.4,0,MG Johnson,2010-03-11,1st,MJ Guptill,22,,BB McCullum,30,New Zealand,Australia,55,Australia,Eden Park,0,Australia
