,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,H Osinde,2006-11-27,1st,DA Minors,0,,KL Tucker,0,Bermuda,Canada,0,Canada,Sedgars Park,0,Canada
1,0.2,0,H Osinde,2006-11-27,1st,DA Minors,0,,KL Tucker,0,Bermuda,Canada,0,Canada,Sedgars Park,0,Canada
2,0.3,0,H Osinde,2006-11-27,1st,DA Minors,0,,KL Tucker,0,Bermuda,Canada,0,Canada,Sedgars Park,0,Canada
3,0.4,0,H Osinde,2006-11-27,1st,DA Minors,0,KL Tucker,KL Tucker,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
4,0.5,0,H Osinde,2006-11-27,1st,DA Minors,0,,SD Outerbridge,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
5,0.6,0,H Osinde,2006-11-27,1st,DA Minors,0,,SD Outerbridge,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
6,1.1,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
7,1.2,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
8,1.3,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
9,1.4,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,0,Canada,Sedgars Park,1,Canada
10,1.5,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,1,Canada,Sedgars Park,1,Canada
11,1.6,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,2,Canada,Sedgars Park,1,Canada
12,1.7,0,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,0,Bermuda,Canada,2,Canada,Sedgars Park,1,Canada
13,1.8,4,U Bhatti,2006-11-27,1st,SD Outerbridge,0,,DA Minors,4,Bermuda,Canada,6,Canada,Sedgars Park,1,Canada
14,2.1,0,H Osinde,2006-11-27,1st,DA Minors,4,,SD Outerbridge,0,Bermuda,Canada,7,Canada,Sedgars Park,1,Canada
15,2.2,1,H Osinde,2006-11-27,1st,DA Minors,4,,SD Outerbridge,1,Bermuda,Canada,8,Canada,Sedgars Park,1,Canada
16,2.3,0,H Osinde,2006-11-27,1st,SD Outerbridge,1,,DA Minors,4,Bermuda,Canada,8,Canada,Sedgars Park,1,Canada
17,2.4,0,H Osinde,2006-11-27,1st,SD Outerbridge,1,,DA Minors,4,Bermuda,Canada,9,Canada,Sedgars Park,1,Canada
18,2.5,1,H Osinde,2006-11-27,1st,SD Outerbridge,1,,DA Minors,5,Bermuda,Canada,10,Canada,Sedgars Park,1,Canada
19,2.6,3,H Osinde,2006-11-27,1st,DA Minors,5,,SD Outerbridge,4,Bermuda,Canada,13,Canada,Sedgars Park,1,Canada
20,2.7,0,H Osinde,2006-11-27,1st,SD Outerbridge,4,,DA Minors,5,Bermuda,Canada,13,Canada,Sedgars Park,1,Canada
21,2.8,3,H Osinde,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,16,Canada,Sedgars Park,1,Canada
22,3.1,0,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,17,Canada,Sedgars Park,1,Canada
23,3.2,0,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,17,Canada,Sedgars Park,1,Canada
24,3.3,0,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,17,Canada,Sedgars Park,1,Canada
25,3.4,0,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,17,Canada,Sedgars Park,1,Canada
26,3.5,0,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,17,Canada,Sedgars Park,1,Canada
27,3.6,0,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,8,Bermuda,Canada,17,Canada,Sedgars Park,1,Canada
28,3.7,6,U Bhatti,2006-11-27,1st,SD Outerbridge,4,,DA Minors,14,Bermuda,Canada,23,Canada,Sedgars Park,1,Canada
29,4.1,0,H Osinde,2006-11-27,1st,DA Minors,14,,SD Outerbridge,4,Bermuda,Canada,23,Canada,Sedgars Park,1,Canada
30,4.2,0,H Osinde,2006-11-27,1st,DA Minors,14,,SD Outerbridge,4,Bermuda,Canada,24,Canada,Sedgars Park,1,Canada
31,4.3,0,H Osinde,2006-11-27,1st,DA Minors,14,,SD Outerbridge,4,Bermuda,Canada,29,Canada,Sedgars Park,1,Canada
32,4.4,0,H Osinde,2006-11-27,1st,DA Minors,14,,SD Outerbridge,4,Bermuda,Canada,30,Canada,Sedgars Park,1,Canada
33,4.5,0,H Osinde,2006-11-27,1st,DA Minors,14,SD Outerbridge,SD Outerbridge,4,Bermuda,Canada,30,Canada,Sedgars Park,2,Canada
34,4.6,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,30,Canada,Sedgars Park,2,Canada
35,4.7,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,31,Canada,Sedgars Park,2,Canada
36,4.8,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,32,Canada,Sedgars Park,2,Canada
37,4.9,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,32,Canada,Sedgars Park,2,Canada
38,4.1,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,32,Canada,Sedgars Park,2,Canada
39,4.11,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,32,Canada,Sedgars Park,2,Canada
40,5.1,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,32,Canada,Sedgars Park,2,Canada
41,5.2,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
42,5.3,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
43,5.4,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
44,5.5,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
45,5.6,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
46,5.7,0,U Bhatti,2006-11-27,1st,IH Romaine,0,,DA Minors,14,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
47,6.1,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
48,6.2,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
49,6.3,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,33,Canada,Sedgars Park,2,Canada
50,6.4,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,34,Canada,Sedgars Park,2,Canada
51,6.5,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,34,Canada,Sedgars Park,2,Canada
52,6.6,0,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,0,Bermuda,Canada,34,Canada,Sedgars Park,2,Canada
53,6.7,4,H Osinde,2006-11-27,1st,DA Minors,14,,IH Romaine,4,Bermuda,Canada,38,Canada,Sedgars Park,2,Canada
54,7.1,0,U Bhatti,2006-11-27,1st,IH Romaine,4,,DA Minors,14,Bermuda,Canada,42,Canada,Sedgars Park,2,Canada
55,7.2,0,U Bhatti,2006-11-27,1st,IH Romaine,4,,DA Minors,14,Bermuda,Canada,42,Canada,Sedgars Park,2,Canada
56,7.3,1,U Bhatti,2006-11-27,1st,IH Romaine,4,,DA Minors,15,Bermuda,Canada,43,Canada,Sedgars Park,2,Canada
57,7.4,4,U Bhatti,2006-11-27,1st,DA Minors,15,,IH Romaine,8,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
58,7.5,0,U Bhatti,2006-11-27,1st,DA Minors,15,,IH Romaine,8,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
59,7.6,0,U Bhatti,2006-11-27,1st,DA Minors,15,,IH Romaine,8,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
60,8.1,0,S Thuraisingam,2006-11-27,1st,IH Romaine,8,,DA Minors,15,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
61,8.2,0,S Thuraisingam,2006-11-27,1st,IH Romaine,8,,DA Minors,15,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
62,8.3,0,S Thuraisingam,2006-11-27,1st,IH Romaine,8,,DA Minors,15,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
63,8.4,0,S Thuraisingam,2006-11-27,1st,IH Romaine,8,,DA Minors,15,Bermuda,Canada,47,Canada,Sedgars Park,2,Canada
64,8.5,1,S Thuraisingam,2006-11-27,1st,IH Romaine,8,,DA Minors,16,Bermuda,Canada,48,Canada,Sedgars Park,2,Canada
65,8.6,0,S Thuraisingam,2006-11-27,1st,DA Minors,16,,IH Romaine,8,Bermuda,Canada,48,Canada,Sedgars Park,2,Canada
66,9.1,0,U Bhatti,2006-11-27,1st,IH Romaine,8,,DA Minors,16,Bermuda,Canada,49,Canada,Sedgars Park,2,Canada
