,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,RJ Nicol,0,New Zealand,Zimbabwe,1,Zimbabwe,University Oval,0,New Zealand
1,0.2,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,RJ Nicol,0,New Zealand,Zimbabwe,1,Zimbabwe,University Oval,0,New Zealand
2,0.3,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,RJ Nicol,0,New Zealand,Zimbabwe,1,Zimbabwe,University Oval,0,New Zealand
3,0.4,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,RJ Nicol,0,New Zealand,Zimbabwe,1,Zimbabwe,University Oval,0,New Zealand
4,0.5,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,RJ Nicol,0,New Zealand,Zimbabwe,1,Zimbabwe,University Oval,0,New Zealand
5,0.6,0,KO Meth,2012-02-03,1st,MJ Guptill,0,RJ Nicol,RJ Nicol,0,New Zealand,Zimbabwe,1,Zimbabwe,University Oval,1,New Zealand
6,0.7,3,KO Meth,2012-02-03,1st,MJ Guptill,0,,BB McCullum,3,New Zealand,Zimbabwe,4,Zimbabwe,University Oval,1,New Zealand
7,1.1,0,KM Jarvis,2012-02-03,1st,MJ Guptill,0,,BB McCullum,3,New Zealand,Zimbabwe,4,Zimbabwe,University Oval,1,New Zealand
8,1.2,0,KM Jarvis,2012-02-03,1st,MJ Guptill,0,BB McCullum,BB McCullum,3,New Zealand,Zimbabwe,4,Zimbabwe,University Oval,2,New Zealand
9,1.3,1,KM Jarvis,2012-02-03,1st,MJ Guptill,0,,KS Williamson,1,New Zealand,Zimbabwe,5,Zimbabwe,University Oval,2,New Zealand
10,1.4,0,KM Jarvis,2012-02-03,1st,KS Williamson,1,,MJ Guptill,0,New Zealand,Zimbabwe,5,Zimbabwe,University Oval,2,New Zealand
11,1.5,0,KM Jarvis,2012-02-03,1st,KS Williamson,1,,MJ Guptill,0,New Zealand,Zimbabwe,5,Zimbabwe,University Oval,2,New Zealand
12,1.6,0,KM Jarvis,2012-02-03,1st,KS Williamson,1,,MJ Guptill,0,New Zealand,Zimbabwe,5,Zimbabwe,University Oval,2,New Zealand
13,2.1,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,KS Williamson,1,New Zealand,Zimbabwe,5,Zimbabwe,University Oval,2,New Zealand
14,2.2,2,KO Meth,2012-02-03,1st,MJ Guptill,0,,KS Williamson,3,New Zealand,Zimbabwe,7,Zimbabwe,University Oval,2,New Zealand
15,2.3,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,KS Williamson,3,New Zealand,Zimbabwe,7,Zimbabwe,University Oval,2,New Zealand
16,2.4,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,KS Williamson,3,New Zealand,Zimbabwe,7,Zimbabwe,University Oval,2,New Zealand
17,2.5,4,KO Meth,2012-02-03,1st,MJ Guptill,0,,KS Williamson,7,New Zealand,Zimbabwe,11,Zimbabwe,University Oval,2,New Zealand
18,2.6,0,KO Meth,2012-02-03,1st,MJ Guptill,0,,KS Williamson,7,New Zealand,Zimbabwe,11,Zimbabwe,University Oval,2,New Zealand
19,3.1,3,KM Jarvis,2012-02-03,1st,KS Williamson,7,,MJ Guptill,3,New Zealand,Zimbabwe,14,Zimbabwe,University Oval,2,New Zealand
20,3.2,0,KM Jarvis,2012-02-03,1st,MJ Guptill,3,,KS Williamson,7,New Zealand,Zimbabwe,14,Zimbabwe,University Oval,2,New Zealand
21,3.3,0,KM Jarvis,2012-02-03,1st,MJ Guptill,3,,KS Williamson,7,New Zealand,Zimbabwe,14,Zimbabwe,University Oval,2,New Zealand
