,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,AC Cummins,2007-03-18,1st,MP Vaughan,0,,EC Joyce,0,Canada,England,1,Canada,"Beausejour Stadium, Gros Islet",0,England
1,0.2,1,AC Cummins,2007-03-18,1st,MP Vaughan,0,,EC Joyce,1,Canada,England,2,Canada,"Beausejour Stadium, Gros Islet",0,England
2,0.3,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,2,Canada,"Beausejour Stadium, Gros Islet",0,England
3,0.4,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,2,Canada,"Beausejour Stadium, Gros Islet",0,England
4,0.5,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,2,Canada,"Beausejour Stadium, Gros Islet",0,England
5,0.6,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,3,Canada,"Beausejour Stadium, Gros Islet",0,England
6,0.7,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,4,Canada,"Beausejour Stadium, Gros Islet",0,England
7,0.8,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,4,Canada,"Beausejour Stadium, Gros Islet",0,England
8,0.9,0,AC Cummins,2007-03-18,1st,EC Joyce,1,,MP Vaughan,0,Canada,England,4,Canada,"Beausejour Stadium, Gros Islet",0,England
9,1.1,1,U Bhatti,2007-03-18,1st,MP Vaughan,0,,EC Joyce,2,Canada,England,5,Canada,"Beausejour Stadium, Gros Islet",0,England
10,1.2,0,U Bhatti,2007-03-18,1st,EC Joyce,2,,MP Vaughan,0,Canada,England,5,Canada,"Beausejour Stadium, Gros Islet",0,England
11,1.3,0,U Bhatti,2007-03-18,1st,EC Joyce,2,,MP Vaughan,0,Canada,England,5,Canada,"Beausejour Stadium, Gros Islet",0,England
12,1.4,0,U Bhatti,2007-03-18,1st,EC Joyce,2,,MP Vaughan,0,Canada,England,5,Canada,"Beausejour Stadium, Gros Islet",0,England
13,1.5,2,U Bhatti,2007-03-18,1st,EC Joyce,2,,MP Vaughan,2,Canada,England,7,Canada,"Beausejour Stadium, Gros Islet",0,England
14,1.6,0,U Bhatti,2007-03-18,1st,EC Joyce,2,,MP Vaughan,2,Canada,England,7,Canada,"Beausejour Stadium, Gros Islet",0,England
15,2.1,4,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,11,Canada,"Beausejour Stadium, Gros Islet",0,England
16,2.2,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,11,Canada,"Beausejour Stadium, Gros Islet",0,England
17,2.3,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,11,Canada,"Beausejour Stadium, Gros Islet",0,England
18,2.4,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,12,Canada,"Beausejour Stadium, Gros Islet",0,England
19,2.5,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,12,Canada,"Beausejour Stadium, Gros Islet",0,England
20,2.6,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,13,Canada,"Beausejour Stadium, Gros Islet",0,England
21,2.7,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,13,Canada,"Beausejour Stadium, Gros Islet",0,England
22,2.8,0,AC Cummins,2007-03-18,1st,MP Vaughan,2,,EC Joyce,6,Canada,England,17,Canada,"Beausejour Stadium, Gros Islet",0,England
23,3.1,1,U Bhatti,2007-03-18,1st,EC Joyce,6,,MP Vaughan,3,Canada,England,18,Canada,"Beausejour Stadium, Gros Islet",0,England
24,3.2,0,U Bhatti,2007-03-18,1st,MP Vaughan,3,,EC Joyce,6,Canada,England,18,Canada,"Beausejour Stadium, Gros Islet",0,England
25,3.3,0,U Bhatti,2007-03-18,1st,MP Vaughan,3,,EC Joyce,6,Canada,England,18,Canada,"Beausejour Stadium, Gros Islet",0,England
26,3.4,0,U Bhatti,2007-03-18,1st,MP Vaughan,3,,EC Joyce,6,Canada,England,18,Canada,"Beausejour Stadium, Gros Islet",0,England
27,3.5,0,U Bhatti,2007-03-18,1st,MP Vaughan,3,,EC Joyce,6,Canada,England,18,Canada,"Beausejour Stadium, Gros Islet",0,England
28,3.6,3,U Bhatti,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,21,Canada,"Beausejour Stadium, Gros Islet",0,England
29,4.1,0,AC Cummins,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,22,Canada,"Beausejour Stadium, Gros Islet",0,England
30,4.2,0,AC Cummins,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,22,Canada,"Beausejour Stadium, Gros Islet",0,England
31,4.3,0,AC Cummins,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,22,Canada,"Beausejour Stadium, Gros Islet",0,England
32,4.4,0,AC Cummins,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,22,Canada,"Beausejour Stadium, Gros Islet",0,England
33,4.5,0,AC Cummins,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,23,Canada,"Beausejour Stadium, Gros Islet",0,England
34,4.6,0,AC Cummins,2007-03-18,1st,MP Vaughan,3,,EC Joyce,9,Canada,England,23,Canada,"Beausejour Stadium, Gros Islet",0,England
