,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,Z Khan,2011-03-09,1st,W Barresi,0,,ES Szwarczynski,0,India,Netherlands,0,Netherlands,Feroz Shah Kotla,0,India
1,0.2,0,Z Khan,2011-03-09,1st,W Barresi,0,,ES Szwarczynski,0,India,Netherlands,4,Netherlands,Feroz Shah Kotla,0,India
2,0.3,2,Z Khan,2011-03-09,1st,W Barresi,0,,ES Szwarczynski,2,India,Netherlands,6,Netherlands,Feroz Shah Kotla,0,India
3,0.4,0,Z Khan,2011-03-09,1st,W Barresi,0,,ES Szwarczynski,2,India,Netherlands,6,Netherlands,Feroz Shah Kotla,0,India
4,0.5,0,Z Khan,2011-03-09,1st,W Barresi,0,,ES Szwarczynski,2,India,Netherlands,6,Netherlands,Feroz Shah Kotla,0,India
5,0.6,0,Z Khan,2011-03-09,1st,W Barresi,0,,ES Szwarczynski,2,India,Netherlands,6,Netherlands,Feroz Shah Kotla,0,India
6,1.1,0,A Nehra,2011-03-09,1st,ES Szwarczynski,2,,W Barresi,0,India,Netherlands,6,Netherlands,Feroz Shah Kotla,0,India
7,1.2,0,A Nehra,2011-03-09,1st,ES Szwarczynski,2,,W Barresi,0,India,Netherlands,6,Netherlands,Feroz Shah Kotla,0,India
8,1.3,2,A Nehra,2011-03-09,1st,ES Szwarczynski,2,,W Barresi,2,India,Netherlands,8,Netherlands,Feroz Shah Kotla,0,India
9,1.4,0,A Nehra,2011-03-09,1st,ES Szwarczynski,2,,W Barresi,2,India,Netherlands,8,Netherlands,Feroz Shah Kotla,0,India
10,1.5,4,A Nehra,2011-03-09,1st,ES Szwarczynski,2,,W Barresi,6,India,Netherlands,12,Netherlands,Feroz Shah Kotla,0,India
11,1.6,0,A Nehra,2011-03-09,1st,ES Szwarczynski,2,,W Barresi,6,India,Netherlands,12,Netherlands,Feroz Shah Kotla,0,India
12,2.1,0,Z Khan,2011-03-09,1st,W Barresi,6,,ES Szwarczynski,2,India,Netherlands,12,Netherlands,Feroz Shah Kotla,0,India
13,2.2,0,Z Khan,2011-03-09,1st,W Barresi,6,,ES Szwarczynski,2,India,Netherlands,12,Netherlands,Feroz Shah Kotla,0,India
14,2.3,4,Z Khan,2011-03-09,1st,W Barresi,6,,ES Szwarczynski,6,India,Netherlands,16,Netherlands,Feroz Shah Kotla,0,India
15,2.4,0,Z Khan,2011-03-09,1st,W Barresi,6,,ES Szwarczynski,6,India,Netherlands,16,Netherlands,Feroz Shah Kotla,0,India
16,2.5,0,Z Khan,2011-03-09,1st,W Barresi,6,,ES Szwarczynski,6,India,Netherlands,16,Netherlands,Feroz Shah Kotla,0,India
17,2.6,0,Z Khan,2011-03-09,1st,W Barresi,6,,ES Szwarczynski,6,India,Netherlands,16,Netherlands,Feroz Shah Kotla,0,India
18,3.1,0,YK Pathan,2011-03-09,1st,ES Szwarczynski,6,,W Barresi,6,India,Netherlands,16,Netherlands,Feroz Shah Kotla,0,India
19,3.2,0,YK Pathan,2011-03-09,1st,ES Szwarczynski,6,,W Barresi,6,India,Netherlands,16,Netherlands,Feroz Shah Kotla,0,India
20,3.3,1,YK Pathan,2011-03-09,1st,ES Szwarczynski,6,,W Barresi,7,India,Netherlands,17,Netherlands,Feroz Shah Kotla,0,India
21,3.4,0,YK Pathan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,6,India,Netherlands,17,Netherlands,Feroz Shah Kotla,0,India
22,3.5,1,YK Pathan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,7,India,Netherlands,18,Netherlands,Feroz Shah Kotla,0,India
23,3.6,0,YK Pathan,2011-03-09,1st,ES Szwarczynski,7,,W Barresi,7,India,Netherlands,18,Netherlands,Feroz Shah Kotla,0,India
24,4.1,0,Z Khan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,7,India,Netherlands,18,Netherlands,Feroz Shah Kotla,0,India
25,4.2,0,Z Khan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,7,India,Netherlands,18,Netherlands,Feroz Shah Kotla,0,India
26,4.3,4,Z Khan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,11,India,Netherlands,22,Netherlands,Feroz Shah Kotla,0,India
27,4.4,0,Z Khan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,11,India,Netherlands,22,Netherlands,Feroz Shah Kotla,0,India
28,4.5,4,Z Khan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,15,India,Netherlands,26,Netherlands,Feroz Shah Kotla,0,India
29,4.6,0,Z Khan,2011-03-09,1st,W Barresi,7,,ES Szwarczynski,15,India,Netherlands,26,Netherlands,Feroz Shah Kotla,0,India
30,5.1,0,YK Pathan,2011-03-09,1st,ES Szwarczynski,15,,W Barresi,7,India,Netherlands,26,Netherlands,Feroz Shah Kotla,0,India
31,5.2,0,YK Pathan,2011-03-09,1st,ES Szwarczynski,15,,W Barresi,7,India,Netherlands,26,Netherlands,Feroz Shah Kotla,0,India
32,5.3,0,YK Pathan,2011-03-09,1st,ES Szwarczynski,15,,W Barresi,7,India,Netherlands,26,Netherlands,Feroz Shah Kotla,0,India
