,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,1,India,Titwood,0,India
1,0.2,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,1,India,Titwood,0,India
2,0.3,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,1,India,Titwood,0,India
3,0.4,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,2,India,Titwood,0,India
4,0.5,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,2,India,Titwood,0,India
5,0.6,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,3,India,Titwood,0,India
6,0.7,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,3,India,Titwood,0,India
7,0.8,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,3,India,Titwood,0,India
8,0.9,0,AB Agarkar,2007-08-16,1st,NS Poonia,0,,DF Watts,0,Scotland,India,3,India,Titwood,0,India
9,1.1,0,RP Singh,2007-08-16,1st,DF Watts,0,,NS Poonia,0,Scotland,India,3,India,Titwood,0,India
10,1.2,1,RP Singh,2007-08-16,1st,DF Watts,0,,NS Poonia,1,Scotland,India,4,India,Titwood,0,India
11,1.3,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,0,Scotland,India,4,India,Titwood,0,India
12,1.4,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,0,Scotland,India,4,India,Titwood,0,India
13,1.5,1,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,1,Scotland,India,5,India,Titwood,0,India
14,1.6,0,RP Singh,2007-08-16,1st,DF Watts,1,,NS Poonia,1,Scotland,India,5,India,Titwood,0,India
15,2.1,0,AB Agarkar,2007-08-16,1st,NS Poonia,1,,DF Watts,1,Scotland,India,5,India,Titwood,0,India
16,2.2,0,AB Agarkar,2007-08-16,1st,NS Poonia,1,,DF Watts,1,Scotland,India,5,India,Titwood,0,India
17,2.3,0,AB Agarkar,2007-08-16,1st,NS Poonia,1,,DF Watts,1,Scotland,India,5,India,Titwood,0,India
18,2.4,1,AB Agarkar,2007-08-16,1st,NS Poonia,1,,DF Watts,2,Scotland,India,6,India,Titwood,0,India
19,2.5,0,AB Agarkar,2007-08-16,1st,DF Watts,2,,NS Poonia,1,Scotland,India,6,India,Titwood,0,India
20,2.6,0,AB Agarkar,2007-08-16,1st,DF Watts,2,,NS Poonia,1,Scotland,India,6,India,Titwood,0,India
21,3.1,2,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,4,Scotland,India,8,India,Titwood,0,India
22,3.2,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,4,Scotland,India,8,India,Titwood,0,India
23,3.3,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,4,Scotland,India,8,India,Titwood,0,India
24,3.4,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,4,Scotland,India,8,India,Titwood,0,India
25,3.5,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,4,Scotland,India,8,India,Titwood,0,India
26,3.6,0,RP Singh,2007-08-16,1st,NS Poonia,1,,DF Watts,4,Scotland,India,8,India,Titwood,0,India
27,4.1,0,AB Agarkar,2007-08-16,1st,DF Watts,4,,NS Poonia,1,Scotland,India,9,India,Titwood,0,India
28,4.2,0,AB Agarkar,2007-08-16,1st,DF Watts,4,,NS Poonia,1,Scotland,India,9,India,Titwood,0,India
29,4.3,0,AB Agarkar,2007-08-16,1st,DF Watts,4,NS Poonia,NS Poonia,1,Scotland,India,9,India,Titwood,1,India
30,4.4,0,AB Agarkar,2007-08-16,1st,DF Watts,4,,RR Watson,0,Scotland,India,9,India,Titwood,1,India
31,4.5,0,AB Agarkar,2007-08-16,1st,DF Watts,4,,RR Watson,0,Scotland,India,9,India,Titwood,1,India
32,4.6,3,AB Agarkar,2007-08-16,1st,DF Watts,4,,RR Watson,3,Scotland,India,12,India,Titwood,1,India
33,4.7,0,AB Agarkar,2007-08-16,1st,RR Watson,3,,DF Watts,4,Scotland,India,12,India,Titwood,1,India
34,5.1,0,RP Singh,2007-08-16,1st,DF Watts,4,,RR Watson,3,Scotland,India,12,India,Titwood,1,India
35,5.2,0,RP Singh,2007-08-16,1st,DF Watts,4,,RR Watson,3,Scotland,India,12,India,Titwood,1,India
36,5.3,0,RP Singh,2007-08-16,1st,DF Watts,4,,RR Watson,3,Scotland,India,13,India,Titwood,1,India
37,5.4,0,RP Singh,2007-08-16,1st,DF Watts,4,,RR Watson,3,Scotland,India,13,India,Titwood,1,India
38,5.5,0,RP Singh,2007-08-16,1st,DF Watts,4,,RR Watson,3,Scotland,India,13,India,Titwood,1,India
39,5.6,1,RP Singh,2007-08-16,1st,DF Watts,4,,RR Watson,4,Scotland,India,14,India,Titwood,1,India
40,5.7,1,RP Singh,2007-08-16,1st,RR Watson,4,,DF Watts,5,Scotland,India,15,India,Titwood,1,India
41,6.1,0,AB Agarkar,2007-08-16,1st,RR Watson,4,,DF Watts,5,Scotland,India,15,India,Titwood,1,India
42,6.2,1,AB Agarkar,2007-08-16,1st,RR Watson,4,,DF Watts,6,Scotland,India,16,India,Titwood,1,India
43,6.3,0,AB Agarkar,2007-08-16,1st,DF Watts,6,,RR Watson,4,Scotland,India,16,India,Titwood,1,India
44,6.4,0,AB Agarkar,2007-08-16,1st,DF Watts,6,,RR Watson,4,Scotland,India,16,India,Titwood,1,India
45,6.5,0,AB Agarkar,2007-08-16,1st,DF Watts,6,,RR Watson,4,Scotland,India,16,India,Titwood,1,India
46,6.6,3,AB Agarkar,2007-08-16,1st,DF Watts,6,,RR Watson,7,Scotland,India,19,India,Titwood,1,India
47,7.1,3,RP Singh,2007-08-16,1st,DF Watts,6,,RR Watson,10,Scotland,India,22,India,Titwood,1,India
48,7.2,0,RP Singh,2007-08-16,1st,RR Watson,10,,DF Watts,6,Scotland,India,22,India,Titwood,1,India
49,7.3,0,RP Singh,2007-08-16,1st,RR Watson,10,,DF Watts,6,Scotland,India,22,India,Titwood,1,India
50,7.4,0,RP Singh,2007-08-16,1st,RR Watson,10,,DF Watts,6,Scotland,India,22,India,Titwood,1,India
51,7.5,0,RP Singh,2007-08-16,1st,RR Watson,10,,DF Watts,6,Scotland,India,22,India,Titwood,1,India
52,7.6,0,RP Singh,2007-08-16,1st,RR Watson,10,DF Watts,DF Watts,6,Scotland,India,22,India,Titwood,2,India
53,8.1,0,AB Agarkar,2007-08-16,1st,RM Haq,0,,RR Watson,10,Scotland,India,23,India,Titwood,2,India
54,8.2,1,AB Agarkar,2007-08-16,1st,RM Haq,0,,RR Watson,11,Scotland,India,24,India,Titwood,2,India
55,8.3,0,AB Agarkar,2007-08-16,1st,RR Watson,11,,RM Haq,0,Scotland,India,24,India,Titwood,2,India
56,8.4,0,AB Agarkar,2007-08-16,1st,RR Watson,11,,RM Haq,0,Scotland,India,24,India,Titwood,2,India
57,8.5,4,AB Agarkar,2007-08-16,1st,RR Watson,11,,RM Haq,4,Scotland,India,28,India,Titwood,2,India
58,8.6,0,AB Agarkar,2007-08-16,1st,RR Watson,11,,RM Haq,4,Scotland,India,28,India,Titwood,2,India
59,8.7,1,AB Agarkar,2007-08-16,1st,RR Watson,11,,RM Haq,5,Scotland,India,29,India,Titwood,2,India
60,9.1,1,RP Singh,2007-08-16,1st,RR Watson,11,,RM Haq,6,Scotland,India,30,India,Titwood,2,India
61,9.2,0,RP Singh,2007-08-16,1st,RM Haq,6,,RR Watson,11,Scotland,India,30,India,Titwood,2,India
62,9.3,0,RP Singh,2007-08-16,1st,RM Haq,6,,RR Watson,11,Scotland,India,30,India,Titwood,2,India
63,9.4,4,RP Singh,2007-08-16,1st,RM Haq,6,,RR Watson,15,Scotland,India,34,India,Titwood,2,India
64,9.5,0,RP Singh,2007-08-16,1st,RM Haq,6,,RR Watson,15,Scotland,India,34,India,Titwood,2,India
