,Ball,Batsman Run,Bowler,Date,Innings,Non Striker,Non Striker Run,Player Out,Striker,Striker Run,Team 1,Team 2,Team Total,Toss,Venue,Wicket,Winner/Result
0,0.1,0,JM Anderson,2010-06-30,1st,TD Paine,0,,SR Watson,0,England,Australia,0,England,Kennington Oval,0,Australia
1,0.2,0,JM Anderson,2010-06-30,1st,TD Paine,0,,SR Watson,0,England,Australia,0,England,Kennington Oval,0,Australia
2,0.3,1,JM Anderson,2010-06-30,1st,TD Paine,0,,SR Watson,1,England,Australia,1,England,Kennington Oval,0,Australia
3,0.4,0,JM Anderson,2010-06-30,1st,SR Watson,1,,TD Paine,0,England,Australia,2,England,Kennington Oval,0,Australia
4,0.5,0,JM Anderson,2010-06-30,1st,SR Watson,1,,TD Paine,0,England,Australia,2,England,Kennington Oval,0,Australia
5,0.6,0,JM Anderson,2010-06-30,1st,SR Watson,1,,TD Paine,0,England,Australia,2,England,Kennington Oval,0,Australia
6,0.7,1,JM Anderson,2010-06-30,1st,SR Watson,1,,TD Paine,1,England,Australia,3,England,Kennington Oval,0,Australia
7,1.1,4,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,5,England,Australia,7,England,Kennington Oval,0,Australia
8,1.2,0,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,5,England,Australia,7,England,Kennington Oval,0,Australia
9,1.3,0,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,5,England,Australia,7,England,Kennington Oval,0,Australia
10,1.4,2,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,7,England,Australia,9,England,Kennington Oval,0,Australia
11,1.5,0,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,7,England,Australia,9,England,Kennington Oval,0,Australia
12,1.6,0,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,7,England,Australia,9,England,Kennington Oval,0,Australia
13,2.1,0,JM Anderson,2010-06-30,1st,TD Paine,7,,SR Watson,1,England,Australia,9,England,Kennington Oval,0,Australia
14,2.2,0,JM Anderson,2010-06-30,1st,TD Paine,7,,SR Watson,1,England,Australia,9,England,Kennington Oval,0,Australia
15,2.3,0,JM Anderson,2010-06-30,1st,TD Paine,7,,SR Watson,1,England,Australia,9,England,Kennington Oval,0,Australia
16,2.4,0,JM Anderson,2010-06-30,1st,TD Paine,7,,SR Watson,1,England,Australia,9,England,Kennington Oval,0,Australia
17,2.5,0,JM Anderson,2010-06-30,1st,TD Paine,7,,SR Watson,1,England,Australia,9,England,Kennington Oval,0,Australia
18,2.6,0,JM Anderson,2010-06-30,1st,TD Paine,7,,SR Watson,1,England,Australia,9,England,Kennington Oval,0,Australia
19,3.1,0,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,7,England,Australia,9,England,Kennington Oval,0,Australia
20,3.2,0,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,7,England,Australia,9,England,Kennington Oval,0,Australia
21,3.3,1,TT Bresnan,2010-06-30,1st,SR Watson,1,,TD Paine,8,England,Australia,10,England,Kennington Oval,0,Australia
22,3.4,0,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,1,England,Australia,10,England,Kennington Oval,0,Australia
23,3.5,0,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,1,England,Australia,10,England,Kennington Oval,0,Australia
24,3.6,3,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,4,England,Australia,13,England,Kennington Oval,0,Australia
25,4.1,0,JM Anderson,2010-06-30,1st,TD Paine,8,,SR Watson,4,England,Australia,13,England,Kennington Oval,0,Australia
26,4.2,0,JM Anderson,2010-06-30,1st,TD Paine,8,,SR Watson,4,England,Australia,13,England,Kennington Oval,0,Australia
27,4.3,0,JM Anderson,2010-06-30,1st,TD Paine,8,,SR Watson,4,England,Australia,13,England,Kennington Oval,0,Australia
28,4.4,0,JM Anderson,2010-06-30,1st,TD Paine,8,,SR Watson,4,England,Australia,13,England,Kennington Oval,0,Australia
29,4.5,4,JM Anderson,2010-06-30,1st,TD Paine,8,,SR Watson,8,England,Australia,17,England,Kennington Oval,0,Australia
30,4.6,4,JM Anderson,2010-06-30,1st,TD Paine,8,,SR Watson,12,England,Australia,21,England,Kennington Oval,0,Australia
31,5.1,0,TT Bresnan,2010-06-30,1st,SR Watson,12,,TD Paine,8,England,Australia,21,England,Kennington Oval,0,Australia
32,5.2,0,TT Bresnan,2010-06-30,1st,SR Watson,12,,TD Paine,8,England,Australia,21,England,Kennington Oval,0,Australia
33,5.3,0,TT Bresnan,2010-06-30,1st,SR Watson,12,,TD Paine,8,England,Australia,21,England,Kennington Oval,0,Australia
34,5.4,0,TT Bresnan,2010-06-30,1st,SR Watson,12,,TD Paine,8,England,Australia,21,England,Kennington Oval,0,Australia
35,5.5,0,TT Bresnan,2010-06-30,1st,SR Watson,12,,TD Paine,8,England,Australia,21,England,Kennington Oval,0,Australia
36,5.6,0,TT Bresnan,2010-06-30,1st,SR Watson,12,,TD Paine,8,England,Australia,21,England,Kennington Oval,0,Australia
37,6.1,0,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,12,England,Australia,21,England,Kennington Oval,0,Australia
38,6.2,4,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,16,England,Australia,25,England,Kennington Oval,0,Australia
39,6.3,0,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,16,England,Australia,25,England,Kennington Oval,0,Australia
40,6.4,1,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,17,England,Australia,26,England,Kennington Oval,0,Australia
41,6.5,0,SCJ Broad,2010-06-30,1st,SR Watson,17,,TD Paine,8,England,Australia,26,England,Kennington Oval,0,Australia
42,6.6,0,SCJ Broad,2010-06-30,1st,SR Watson,17,,TD Paine,8,England,Australia,26,England,Kennington Oval,0,Australia
43,7.1,0,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,17,England,Australia,26,England,Kennington Oval,0,Australia
44,7.2,0,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,17,England,Australia,26,England,Kennington Oval,0,Australia
45,7.3,0,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,17,England,Australia,26,England,Kennington Oval,0,Australia
46,7.4,4,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,21,England,Australia,30,England,Kennington Oval,0,Australia
47,7.5,0,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,21,England,Australia,30,England,Kennington Oval,0,Australia
48,7.6,1,TT Bresnan,2010-06-30,1st,TD Paine,8,,SR Watson,22,England,Australia,31,England,Kennington Oval,0,Australia
49,8.1,0,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,22,England,Australia,31,England,Kennington Oval,0,Australia
50,8.2,0,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,22,England,Australia,31,England,Kennington Oval,0,Australia
51,8.3,0,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,22,England,Australia,31,England,Kennington Oval,0,Australia
52,8.4,1,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,23,England,Australia,32,England,Kennington Oval,0,Australia
53,8.5,0,SCJ Broad,2010-06-30,1st,SR Watson,23,,TD Paine,8,England,Australia,33,England,Kennington Oval,0,Australia
54,8.6,0,SCJ Broad,2010-06-30,1st,TD Paine,8,,SR Watson,23,England,Australia,33,England,Kennington Oval,0,Australia
55,9.1,0,TT Bresnan,2010-06-30,1st,SR Watson,23,TD Paine,TD Paine,8,England,Australia,33,England,Kennington Oval,1,Australia
56,9.2,1,TT Bresnan,2010-06-30,1st,RT Ponting,0,,SR Watson,24,England,Australia,34,England,Kennington Oval,1,Australia
57,9.3,0,TT Bresnan,2010-06-30,1st,SR Watson,24,,RT Ponting,0,England,Australia,34,England,Kennington Oval,1,Australia
58,9.4,0,TT Bresnan,2010-06-30,1st,SR Watson,24,,RT Ponting,0,England,Australia,34,England,Kennington Oval,1,Australia
59,9.5,0,TT Bresnan,2010-06-30,1st,SR Watson,24,,RT Ponting,0,England,Australia,34,England,Kennington Oval,1,Australia
60,9.6,4,TT Bresnan,2010-06-30,1st,SR Watson,24,,RT Ponting,4,England,Australia,38,England,Kennington Oval,1,Australia
61,10.1,0,SCJ Broad,2010-06-30,1st,RT Ponting,4,,SR Watson,24,England,Australia,38,England,Kennington Oval,1,Australia
