,Batting Avg All,Batting Avg Rec,Batting Ball By Wicket All,Batting Ball By Wicket Rec,Batting Strike Rate All,Batting Strike Rate Rec,Bowling Avg All,Bowling Avg Rec,Bowling Eco All,Bowling Eco Rec,Bowling Strike Rate All,Bowling Strike Rate Rec,Current Winner,Win Percentage All,Win Percentage Rec
0,8.756989247311825,18.852272727272727,2.281290322580646,6.051136363636365,0.32932353976073186,0.5328172581992613,-0.5691244239631352,-6.5773809523809526,-0.27956313623848317,-1.5557868952847516,0.05299539170506584,-1.8535714285714286,1.0,0.35,0.6666666666666666
1,-2.828544061302683,5.176136363636363,-0.524712643678158,5.226136363636364,-0.13333018126636573,-0.13416477702191956,3.775919732441473,-7.299999999999997,0.10608101278272208,-0.7650721382159169,2.3478260869565215,-3.033333333333333,1.0,0.025000000000000022,0.3333333333333333
2,-10.414092664092664,-15.311111111111112,-1.3326254826254829,-3.3733333333333317,-0.6943191522630777,-0.9030315432513816,19.076190476190472,26.51304347826087,3.0248673264486508,4.179871852285646,6.782857142857144,9.43826086956522,0.0,-0.75,-0.6666666666666666
3,7.010148321623731,9.632941176470588,2.7252927400468376,4.888941176470591,0.1897366919377189,0.16490721850418297,-3.8210526315789473,-9.169411764705885,-0.7336232605387583,-1.1143046580314007,-1.4579904306220106,-4.864941176470588,1.0,0.1964285714285714,0.0
4,-3.573476702508959,-2.2785714285714285,0.49849462365591446,2.5242857142857176,-0.2648869691527607,-0.31251429519929647,-0.6291793313069931,-1.8219696969696972,0.44559862017290275,0.22130308715674563,-1.5384802431610956,-2.2749999999999986,0.0,-0.30000000000000004,0.0
5,1.0626780626780636,9.45151515151515,0.9094017094017106,6.830909090909089,-0.00556673694971573,0.0326659026760893,2.8803418803418808,-4.5238095238095255,0.3001517671634133,-0.8389223902566414,1.4115384615384565,-1.5353383458646617,1.0,0.0,0.3333333333333333
6,10.252491694352159,12.986622073578594,3.5449833887043223,7.230100334448161,0.30745489078822397,0.2163989489601151,-9.879772079772081,-16.846153846153847,-0.7557022094467012,-1.7334561493865799,-5.833162393162398,-9.140384615384615,1.0,0.22499999999999998,0.3333333333333333
7,1.376408010012515,17.055555555555557,1.35506883604506,10.761904761904761,-0.021624127119118874,0.1473718983996477,3.7685492801771865,-4.069444444444446,-0.2463983318589662,0.07773480399178823,3.2321151716500554,-3.2750000000000004,1.0,0.23809523809523808,0.6666666666666667
8,2.683108108108108,-7.848970251716246,2.607972972972971,-2.913501144164756,-0.056344926008552974,-0.21375216753368034,-5.7086976530142675,-4.451274362818593,-0.5717705457322442,-0.35993371707657307,-3.6850437183617126,-3.095352323838082,1.0,0.25,0.16666666666666674
9,0.9449013157894726,-1.997150997150996,0.36266447368420884,0.5256410256410238,0.031572119828298995,-0.20042425572379483,2.897569444444443,-1.2238095238095248,0.8346020106972087,-0.2413124303286871,0.609375,-0.4042857142857139,0.0,-0.31111111111111117,-0.6666666666666666
10,2.8102439024390264,11.378787878787879,0.3512195121951249,6.496969696969696,0.1215126811594202,0.10190034918076811,3.676811594202899,0.6488294314381271,0.781590454929308,-0.5681501034955918,1.4826086956521722,1.6424749163879602,0.0,-0.373015873015873,-0.16666666666666674
11,-5.377777777777776,-13.159003831417627,-1.560000000000004,-8.044827586206896,-0.22261964740613024,-0.2782645873548037,9.878676470588236,23.35833333333333,1.0866954561877398,0.21449863684100734,5.248161764705884,17.345,0.0,-0.380952380952381,-0.6666666666666666
12,3.7107843137254903,10.223214285714285,2.75686274509804,8.82857142857143,0.013995979243942061,-0.08475607584266347,4.901960784313726,-6.454545454545453,0.4815637925408547,-1.3599280003740226,2.700000000000001,-2.4041958041958056,1.0,0.07499999999999996,0.33333333333333337
13,-2.515356820234871,-0.8972332015810274,-1.6243902439024431,0.7517786561264792,-0.021803972953397793,-0.1235635497136706,3.9880382775119614,2.3939393939393945,0.6064120567731575,0.18485152974602315,1.7693779904306206,1.3113636363636374,0.0,-0.3522727272727273,-0.5
14,10.363636363636363,25.928888888888885,5.140363636363633,14.778666666666663,0.1807701007030683,0.35457756130059437,-1.672871680317698,-4.624040920716112,0.26213047708096315,-1.396845660788852,-1.9440059568131058,-0.8317135549872097,1.0,-0.025000000000000022,0.3333333333333333
15,-9.270406189555127,-17.123732251521297,-4.798839458413922,-8.982961460446248,-0.2022413577672307,-0.4221781798420869,11.810526315789472,14.52136752136752,1.1167119998573618,0.1842363171153636,6.978496240601506,10.86324786324786,0.0,-0.6517857142857143,-1.0
16,-3.2333333333333343,-9.566985645933016,-1.2462500000000016,-2.6684210526315786,-0.09374141204531468,-0.3562385503086312,7.6011904761904745,2.0256410256410255,0.5727573904179417,-0.8319185059422756,4.671428571428571,3.2362637362637354,0.0,-0.14444444444444438,0.0
17,-7.321323529411764,-12.24871794871795,-4.487647058823527,-8.927692307692306,-0.08846833157073448,-0.051446441118552975,5.039529914529917,10.271493212669682,0.7315889206007586,0.5709724877746618,2.653205128205128,6.700452488687783,0.0,-0.4444444444444444,-0.6666666666666667
18,3.737316263632053,-7.333333333333336,0.9248933143669955,-3.759999999999999,0.12474721431293852,-0.09011769350115213,0.8452380952380985,2.2130434782608717,-0.08890940528752722,-0.1673830904505733,0.8377551020408172,2.064782608695653,0.0,-0.20454545454545459,-0.6666666666666667
19,2.108508977361435,9.547619047619047,1.359484777517567,5.9071428571428575,0.01594263197955111,0.10188028013565287,1.2182969164794777,-2.527777777777777,0.623878499863519,-0.2389078498293511,-0.19738615478864485,-1.6277777777777782,1.0,-0.06428571428571428,0.33333333333333337
